source,reference,prediction,bleu,comet
"Das ist ein Wechsel seit dem Zeitpunkt, als vier von zehn Ende Juli ihr Geld auf Jeb Bush setzten.",That's a change from when four in 10 placed their money on Jeb Bush in late July.,That's a flip from when four of 10 bet on Jeb Bush as of late July.,20.43,0.8534
"Wie Michael Greshko für National Geographic geschrieben hat, ist ein solches Niveau der Erhaltung so 'selten wie ein Gewinn im Lotto.","As Michael Greshko wrote for National Geographic, such level of preservation 'is a rare as winning the lottery.","As Michael Greshko wrote for National Geographic, such levels of preservation are ""rare as a lottery win.""",46.51,0.8716
"Die aufkommende schwere Schuldenkrise in Europa schürt Ängste, dass die globale Wirtschaft in die Rezession stürzen könnte und führte zu Rufen, die führenden Schwellenländern müssten sich zusammentun, um die Eurozone zu unterstützen.",The unfolding sovereign debt crisis in Europe has raised fears that it could push the global economy back into recession and prompted calls for leading emerging economies to band together to help the eurozone find a solution.,The growing debt crisis in Europe is fuelling fears that the global economy could slide into recession and has prompted calls for the leading emerging economies to,21.01,0.8165
"Als er gefragt wurde, ob er denkt, dass die Demonstration eine konstruktive Wirkung auf die internationalen Überlegungen hätte, erwiderte er auf Englisch: ""Das ist etwas, dessen ich mir gar nicht bewusst war"".","When asked whether he thought the demonstration was having a constructive impact on the international deliberations, he replied in English, ""Actually, that is something that I was not aware of.""","When asked if he thought the demonstration would have a constructive effect on international deliberations, he replied in English: ""That's something I wasn",25.72,0.7895
"Herr Zambito hat in den 2000er Jahren überall seine Hand im Spiel gehabt, indem er mehr als 88.000 Kanadische Dollar (ca. 68.000 Euro) an Provinzparteien gab, vor allem an die damals an der Macht gewesenen Liberalen.","Mr Zambito has handed money out freely in the 2000s, giving over 88,000 Canadian dollars (roughly 68,000 euros) to provincial parties, especially the Liberals then in power.","In the 2000s, Mr Zambito had his hand in everything, donating more than C$88,0",5.02,0.5961
"Von der Mitte des Jahres 2014 bis zur Mitte des Jahres 2015 veränderten die Spitzen des Central Command die nachrichtendienstlichen Berichte, um die Gefahr durch ISIS im Irak herunterzuspielen.","From the middle of 2014 to the middle of 2015, the United States Central Command's most senior intelligence leaders manipulated the command's intelligence products to downplay the threat from ISIS in Iraq.","From mid-2014 to mid-2015, top Central Command officials altered intelligence reports to downplay the ISIS threat",4.23,0.8348
"Ich bin nur hier, um mein Bestes zu tun und mir einen Namen zu machen.",I'm just out there to do my best and make a name for myself.,I am only here to do my best and make a name for myself.,70.12,0.9296
"Aber ich glaube, dass den Deutschen klar ist, dass sie eine unabhängigere Rolle spielen müssen.",Yet I do think that Germans are clear that they must play a more independent role.,I believe that the Germans understand that they have to play a more independent role.,34.47,0.9241
"Nach einem Monat Galas, Proben, Begegnungen mit der Presse und Safari, konzentrieren sich die Miss nun auf den Wettbewerb.","After a month of galas, rehearsals, press meetings, and safaris, the Miss candidates are concentrating on the competition.","After a month of galas, rehearsals, press meetings and safari, the Misses are now focusing on the competition.",54.6,0.89
"Das von dem Forscherteam erfundene Material ist eine Weiterentwicklung der bereits verwendeten Klebstoffe, welche eine besondere Kohlenstoffstruktur, genannt Kohlenstoff-Nanoröhrchen, verwenden.","The material invented by the team of scientists is an improvement on existent materials that utilise a particular carbon structure, called carbon nanotubes.","The material created by the research team is a development of the adhesives already in use, which use a special carbon structure called carbon nan",6.52,0.7645
"Warschau, am stärksten in der Debatte engagiert, war nicht davor zurückgescheut, die Nord-Stream-Pipeline mit einem ""neuen deutsch-sowietischen Pakt"" in Anbindung an das Bündnis zwischen Hitler und Stalin zwecks der Okkupation Polens im Jahre 1939 zu vergleichen.","At the most critical point of the debate, Warsaw did not hesitate to compare North Stream new ""German-Soviet pact,"" referring to the alliance between Hitler and Stalin to occupy Poland in 1939.","Warsaw, the most engaged in the debate, did not hesitate to compare the Nord-Stream pipeline with a ""new German-Soviet pact",14.76,0.7607
"Palmer forderte eine Überarbeitung des Prozesses zur Stimmauszählung, damit dieser schneller vonstatten gehe.",Mr Palmer called for overhaul of election counting to speed up the process.,Palmer called for an overhaul of the vote-counting process to speed things up.,17.4,0.911
"UBS gab diese Woche bekannt, dass sie Schritte gegen einige ihrer Mitarbeiter unternommen habe, nachdem die Schweizer Regulierungsbehörde Finma erklärt hatte, dass sie eine mutmaßliche Manipulation des Devisenmarkts bei einer Reihe schweizerischer Banken untersuche.","UBS said this week it had taken action against some of its employees after the Swiss regulator, Finma, said it was investigating suspected manipulation of the foreign exchange market at a number of Swiss banks.",UBS announced this week that it had taken steps against some of its staff after the Swiss regulator Finma said it was investigating alleged currency market,21.7,0.8311
"In der Haushaltwarenabteilung im Obergeschoss kippt der Geflügelte einen mit Espresso zubereiteten Cocktail namens ""Golden Eye"", passend zum Festival-Award.","In the household goods department on the upper floor, the winged man tips down a cocktail made with espresso called ""Golden Eye"", which is suited to the festival award.","On the upper floor, in the department of household goods, the ""Golden Eye"" cocktail, made with espresso, is served in a glass",20.39,0.677
"Im Vergleich zu Nichtrauchern lag bei Rauchern das Risiko, ihre Zähne vorzeitig zu verlieren, um das 2,5- bis 3,6-Fache höher.","Compared to non-smokers, the risk of losing their teeth prematurely is between 2.5 and 3.6 times higher for smokers.","Compared to non-smokers, smokers were 2.5 to 3.6 times more likely to lose their teeth prematurely.",19.71,0.8983
"Carter war 17 Jahre alt, als Roy im Jahr 2014 tot von einer Kohlenmonoxidvergiftung in einem Fahrzeug gefunden wurde.",Carter was 17 when Mr Roy was found dead of carbon monoxide poisoning in a vehicle in 2014.,Carter was 17 when Roy was found dead of carbon monoxide poisoning in a vehicle in 2014.,85.22,0.9401
"Überall im Land, in Tausenden von Chemiestunden, haben Schüler ihre Bunsenbrenner auf Asbestmatten abgestellt.","Up and down the country, in myriad chemistry lessons, pupils have perched their Bunsen burners on asbestos mats.","All over the country, in thousands of chemistry lessons, pupils have left their Bunsen burners on asbestos mats.",56.42,0.8389
"Diese Anordnung ermöglichte es Erfan, zwei Räume in voller Höhe übereinander zu platzieren - mit viel zusätzlichem Drama.",This arrangement allowed Erfan to get two full-height rooms on top of each other in the space - with lots of added drama.,This arrangement allowed Erfan to place two full-height rooms on top of each other - with much additional drama.,48.16,0.9164
Die ersten Werpapierausgaben seitens des EU-Stabilitätsfonds sind für nächsten Monat vorgesehen.,The first issues of FESF bonds are expected to take place next month.,The first EFSF bond issuance is scheduled for next month.,13.35,0.8825
"In zweitem Teil seiner Karriere sammelte er auch Erfolge in der NHL, wo er im Detroit-Dress zweimal den Stanley Cup über den Kopf hob.","In the second half of his career, he also enjoyed success in the NHL, when wearing the Detroit uniform, he twice raised the Stanley Cup over his head.","In the second part of his career, he also achieved success in the NHL, where he won the Stanley Cup twice in Detroit.",34.15,0.8267
"Die Hilfsorganisation, die erst seit einem Jahr in Betrieb ist, lehnte es ab, sich zu ausführlichen Vorwürfen des italienischen Staatsanwalts Ambrogio Cartosio zu äußern.","The aid organisation, which has only been operational for a year, declined to comment on the substance of detailed allegations made against it by Italian prosecutor Ambrogio Cartosio.","The aid organization, which has only been in operation for a year, refused to comment on the detailed accusations made by the Italian prosecutor, Amb",30.72,0.8301
"Diese sollten in unabhängiger Hand sein, ansonsten vertrauen wir dem Fuchs die Hühner an"" - zitiert die Washington Post Richard Dick, Entwickler des Programms für die Nachverfolgung von Verschreibungsdaten.","It should be independent, otherwise the fox will be guarding the hen-house"", The Washington Post quotes Richard Dick, developer of the programme applicable for tracking drug prescriptions.","They should be in independent hands, otherwise we're trusting the fox with the chickens,"" said Richard Dick, developer of the program for tracking prescription",21.74,0.7329
"Sie besteht jedoch darauf, dass ""dies kein affirmativer Typ von Aktion ist"", bei der Ferrell aufgrund ihrer Identität als Herz des Films ausgewählt wurde.","She insists, however, that ""this is not some affirmative action type of thing"" where Ferrell was chosen as the film's heart because of her identities.","But it insists that ""this is not an affirmative type of action"" in which Ferrell was chosen for the role because of her identity as",22.59,0.8126
"Aber er sagt auch: ""Das Verfahren ist extrem aufwendig und kostet uns viel Zeit, Geld und Nerven.""","However, he also says: ""The process is extremely expensive and takes a lot of time, money and nerves.""","But he also says: ""The procedure is extremely time-consuming and costs us a lot of time, money and nerves.""",60.51,0.9175
"Cooper, denen für die Leitung des Unternehmens monatlich $375.000 gezahlt wurde, erhalten einen ""Erfolgsbonus"" von $4 Mio.","Cooper's firms, which have been collecting $375,000 per month for their services running the company, will receive a $4-million ""success fee.""","Cooper, who was paid $375,000 a month to run the company, gets a ""success bonus"" of $",7.52,0.8564
"""Ich würde kein Foto teilen, das nicht von mir ist, oder von jemandem, der den Dummkopf macht"" sagt er.","""I wouldn't share a photo that isn't mine, or that belongs to somebody who's doing something stupid"" he says.","""I wouldn't share a photo that wasn't mine, or of someone making a fool of themselves,"" he says.",41.26,0.8245
"Die Leichen wurden für die Beerdigung freigegeben, als der Saudi-König über das Bauunternehmen der Familie Bin Laden wegen der Katastrophe, die auch 394 Verletzte hinterließ, eine Sanktion verhängte.","The bodies were released for funeral as the Saudi King sanctioned the Bin Laden family construction group over the disaster, which also left 394 injured.","The bodies were released for burial after the Saudi king imposed sanctions on the Bin Laden construction firm over the disaster, which also left 39",41.69,0.819
"Die EPA kündigte spät am Mittwoch die Entscheidung an, die so genannten ""Ozonbestimmungen 2015"" voranzutreiben, und sagte, sie zeige die Verpflichtung der Agentur, mit Staaten zusammenzuarbeiten.","The EPA announced the decision to go ahead with the so-called ""2015 Ozone Designations"" late on Wednesday, saying it showed the agency's commitment to working with states.","The EPA announced the decision late Wednesday to move forward with what it calls the ""2015 ozone rule,"" saying it shows the agency",16.77,0.7961
"Im Jahre 2010 wurden den Franzosen gegenüber den 17,8 Tagen im Jahre 2009 laut einer Studie der Alma Consulting Gruppe durchschnittlich nur 14,5 Krankentage zugestanden.","The French spent an average of 14,5 days on sick leave in 2010, compared with 17.8 days in 2009, according to a study by Alma Consulting Group.","In 2010, according to a study by the Alma Consulting Group, French people were granted an average of 14.",24.88,0.5405
"Das erste Mal in der Geschichte der Klimadiplomatie, die 1992 mit der Annahme der UNO-Konvention ins Leben gerufen wurde, hat sich die Bewegung der Globalisierungsgegner den Umweltschutzorganisationen angenähert.","For the first time in the history of Climate Diplomacy, born in 1992 with the adoption of the UN Convention, the anti-globalisation movement has brought itself closer to environmental organisations.","For the first time in the history of climate diplomacy, which was born in 1992 with the adoption of the UN Convention,",49.08,0.767
"Dessen ungeachtet lobte er die Regierung dafür, dass sie auf seine Bitte um dringende Hilfe reagiert habe, die er zuerst gegenüber dem Premierminister Anfang Mai zum Ausdruck gebracht habe.",He nevertheless praised the Government for responding to his request for urgent assistance which he first raised with the Prime Minister at the beginning of May.,"However, he praised the government for responding to his urgent request for help, which he first expressed to the Prime Minister in early May.",20.04,0.8908
"So funktioniert es aber überall, in jeder Band, die ernsthaft arbeiten und etwas erreichen will.","That is how it works everywhere, with every group that wants to work and wants to achieve something.","That's how it works everywhere, in every band that wants to work seriously and achieve something.",37.51,0.873
"Das ist an und für sich unmöglich aufgrund der Lichtbrechung, die durch die Eiskristalle hervorgerufen wird, aus denen Eiscreme besteht; aber ich vermute, wir finden eine Möglichkeit, es zu schaffen.","It is inherently impossible because of the refraction caused by the ice crystals which make up the ice cream, but I reckon we will find a way of doing it.","It is, in itself, impossible due to the refraction of light caused by the ice crystals that make up ice cream, but I suspect",27.08,0.8195
"Jarryd Hayne patzt bei einem Punt, der im ersten Spielviertel von den Minnesota Vikings wiederhergestellt wurde",Jarryd Hayne fumbles a punt that was recovered by the Minnesota Vikings during the first quarter,Jarryd Hayne busts on punt that was recovered by Minnesota Vikings in first quarter,32.28,0.8162
"Alternativ-Präsident/General Manager der Colorados Joe Sakic bestätigte diese Entscheidung und merkte an, dass der Verein unverzüglich nach einem neuen Trainer suchen wird.",Colorado executive vice president/general manager Joe Sakic confirmed the move and noted that the club will begin a search for a new coach immediately.,"Colorado's alternate president/general manager, Joe Sakic, confirmed the decision and said the team will immediately begin searching for",13.39,0.7262
"Bürgermeister Thomas Haas widersprach: Der Bahnübergang ""Hirschen"" werde regelmäßig für Langholztransporte genutzt.","Mayor Thomas Haas retorted: The ""Hirschen"" railway crossing is used regularly for the transportation of long logs.","Mayor Thomas Haas disagreed: The railway crossing ""Hirschen"" would be used regularly for the transport of long",25.91,0.6931
"Der hatte wiederholt abfällig über mexikanische Einwanderer in den USA gesprochen und den Bau einer Grenzmauer gefordert, um illegale Einwanderer abzuschrecken.","He has repeatedly spoken in derogatory terms about Mexican immigrants in the US, and demanded the building of a border wall in order to deter illegal immigrants.",He had repeatedly spoken disparagingly about Mexican immigrants in the United States and called for the construction of a border wall,22.47,0.8663
"Vielleicht finden sich auch Abweichungen, die den Physikern den Weg zu einer neuen Theorie weisen könnten, unter deren Dach sich alle bekannten Naturgesetze vereinen lassen.","There may also be deviations that could show physicians the path to a new theory, under the umbrella of which all known natural laws could be united.",There may also be deviations that could lead physicists to a new theory under which all the known laws of nature can be,32.4,0.775
"Während sich die Regierung in Burkina Faso wenigstens darum bemüht, die Hexenjagd zu entschärfen, hat der gambianische Präsident im vergangenen Jahr der Präsident selbst ordentlich mitgemischt.","While in Burkina Faso the government is trying hard to moderate the witch hunt, the Gambia's President himself participated in the hunt last year.","While the government in Burkina Faso is at least trying to defuse the witch-hunt, the Gambian",8.43,0.6873
"Es gab, wie er notiert, ""837 registrierte Nahrungsersatzmittel, die in der Herstellung von Würstchen erlaubt waren, 511 registrierte Kaffeeersatzmittel.""","There are, he notes, ""837 registered meat substitutes permissible in the production of sausages, 511 registered coffee substitutes.""","There were, he noted, ""837 registered food substitutes allowed in the production of sausages,",32.28,0.8231
"""Der größte Fehler ist es, in Mexiko zu leben und Journalist zu sein"", schrieb Valdez in einem seiner zahlreichen Bücher über Gewalt im Zusammenhang mit Drogen.","""The greatest error is to live in Mexico and to be a journalist,"" Valdez wrote in one of his many books on narco-violence.","""The biggest mistake is to live in Mexico and be a journalist,"" Valdez wrote in one of his many books",64.49,0.8097
"""Wenigstens treten sie ihre Kippen nicht auf deinem herrlichen Teppich aus, wie es einige schöne Berühmtheiten aus der Popmusik tun"", sagt Baronin Fiona Thyssen-Bornemisza.","""At least they don't drop cigarette ends on your magnificent carpet, like some beautiful pop music celebrities do,"" says Baroness Fiona Thyssen-Bornemisza.","""At least they don't drop their cigarettes on your beautiful carpet, like some famous pop stars do,"" Baroness",33.59,0.7194
"""Dann könnte es nicht passieren, dass heute nur drei mährische Klubs in der Liga spielen, was besonders für die jungen Spieler in Mähren ein Problem ist"", meint Rajchl.","""This would prevent the current situation, where there are just three Moravian units in the league, which is a problem concerning young players in Moravia,"" Rajchl said.","""Then it would not be possible for there to be only three clubs from Moravia in the league, which is",15.02,0.5595
"Für Medizin- und Krankenpflegestudenten wie O'Malley, die aus den USA und Europa kommen und Bwelle unterstützen, ist dies eine Chance, praktische Erfahrungen zu sammeln, die sie zu Hause nie bekommen würden.","For medical and nursing students such as O'Malley, who come from the United States and Europe to join Bwelle on his missions, it's a hands-on opportunity they'd never get at home.","For medical and nursing students like O'Malley, who come from the U.S. and Europe to support Bw",24.93,0.663
"Das Vermächtnis liegt auf unserem fortgeführten Fokus auf Kalorien und Nahrung, sagte Ziegelman, sowie darauf, wie Wissenschaft auf Nahrungsmittel angewandt wurde.","The legacy is in our continued focus on calories and nutrition, Ms. Ziegelman said, and on the way science has been applied to cooking.","The legacy lies in our ongoing focus on calories and food, said Ziegelman, as well as how science has",13.25,0.7933
"Es muss betont werden, dass diese Maßnahmen bei der Version mit einem 1,4 Liter- Benzinmotor vorhanden sind, denn die Kapazität des Kofferraums der Honda Jazz mit einem 1,2-Liter-Benzinmotor 379 Liter beträgt.","To be noted, these is the Honda Jazz 1.4's measures, while the trunk's capacity in model 1.2 is just 379 litres.","It should be noted that these measures are present in the version with a 1.4-litre petrol engine,",4.29,0.643
"Nach seinem Wahlsieg 2002 drängte Erdogan die Macht der Militärs Schritt für Schritt zurück, nicht zuletzt unter Berufung auf die Reformvorgaben der Europäischen Union.","After an election victory in 2002, Erdogan has been pushing back the strength of the military bit by bit, not least by invoking the reform guidelines of the European Union.","After his election victory in 2002, Erdogan gradually pushed back the power of the military, not least",19.76,0.803
"Miroslav Čepický meint dazu: ""Für Verhandlungen mit potenziellen virtuellen Anbietern sind wir offen, insbesondere im Bereich Teilung von Kosten und Infrastruktur.","Regarding this, Miroslav Čepický said: ""We are open to negotiations with potential virtual operators, above all in the area of shared costs and infrastructure.","Miroslav Čepický said: ""We are open to negotiations with potential virtual operators, especially",41.3,0.7962
Auf der A2 führten Schnee und Wind zu stockendem Verkehr und Staus.,Snow and wind caused crawling traffic and traffic jams on the A2.,"On the A2, snow and wind caused traffic jams and congestion.",18.0,0.8845
Und gerade 2009 war das schwierigste Jahr für den Verkauf von Werkzeugbauprodukten.,And just 2009 was the toughest year for the sale of engineering goods.,And 2009 was the toughest year for selling construction tools.,37.77,0.9044
"Obwohl der Dalai Lama Deutschlands und Österreichs Bemühungen bei der Bewältigung der Krise lobte, betonte er, dass es nur eine temporäre Lösung sei.","Although the Dalai Lama praised Germany's and Austria's efforts in dealing with the crisis, he stressed that it was only a temporary solution.","Although the Dalai Lama praised Germany and Austria's efforts to deal with the crisis, he stressed that it was only",55.48,0.822
"Die meisten Juristen, die an diesem Text gearbeitet haben, sind keine Ulema, sondern Akademiker, die zum Teil im französischen System ausgebildet worden sind"", beschwichtigt Alexis Blouet, der eine Doktorarbeit über die ägyptische Verfassungstransition schreibt.","Most of the lawyers who worked on this text are not Islamic law scholars but academics, some trained in the French system"" qualifies Alexis Blouet, who is writing a thesis on the Egyptian constitutional transition.","Most of the jurists who have worked on this text are not ulema, but academics, some of whom",16.86,0.5505
"""Wir werden den WADA-Fahrplan in naher Zukunft abschließen"" - der russische Vizepremier Mutko","""We'll complete WADA roadmap in near future"" - Russian Deputy PM Mutko","""We will complete the WADA programme in the near future"" - Russian Deputy Prime Minister Mutko",30.79,0.8965
"Damit ist aber eine Sorge der praktischen Kinderärzte verbunden, die den Einkauf der Impfstoffe betrifft.","However, practising paediatricians are concerned when it comes to buying the vaccines.","However, there is a concern for practical paediatricians regarding the purchase of vaccines.",8.23,0.8328
Die Aufprallkoordinaten und die letzte Radaraufzeichnung des Hubschraubers stimmen überein. Möglicherweise hat es vor dem Aufprall weder einen Kontrollverlust über das Flugzeug noch eine Abweichung von der Flugroute gegeben.,"The coordinates of the impact and the last record of the aircraft radar match, probably before the impact there was no loss of control or change in the flight direction.",The impact coordinates and the last radar trace of the helicopter are in agreement. It is possible that there was no loss,12.77,0.7477
Was hält Taiwan von seinem großen Bruder jenseits der Meerenge?,What does Taiwan think of its big brother across the strait?,What does Taiwan think of its big brother across the strait?,100.0,0.9735
"Er sagte: ""Ich wusste, dass ich meinen Kindern nie von meinen Erfahrungen berichten würde.",He said: 'I know I would never tell my children about my experience.,"He said: ""I knew I would never tell my children about my experiences.",54.24,0.9593
"Professor Georgio Vallortigara, ein Neurowissenschaftler der Universität Trient, sagte: „Beim Menschen ist gut bekannt, dass die linke und rechte Gehirnhälfte unterschiedlich auf Stimuli reagieren, die positive oder negative Emotionen hervorrufen.“","Prof Georgio Vallortigara, a neuroscientist from the University of Trento, said: ""It is very well known in humans that the left and right side of the brain are differently involved in stimuli that invokes positive or negative emotions.""","Professor Georgio Vallortigara, a neuroscientist at the University of Trento, said: ""It",12.94,0.5505
Die Firmen Fa-Bani Jos Faipari Kft. sowie die Jos-Investment Bt. sollen von Rumänischen Maurern auf Iván Kubatovs ausdrücklichen Wunsch hin gegründet worden sein.,"Fa-Bani Jos Faipari Kft. and Jos-Investment Bt. were founded by Romanian masons, specifically at the request of Iván Kubatov.",The companies Fa-Bani Jos Faipari Kft. and the Jos-Investment Bt. are said to,24.82,0.5833
Die NCAA beseitigt die zwei-Tage-Praktiken und macht einen langen Tag für die Bruins,The NCAA's elimination of two-a-day practices makes for a long day for the Bruins,NCAA eliminates two-a-day practices for Bruins,5.09,0.8345
"Hogg behauptete dann gegenüber den Beamten, dass er es getan habe, da es zu ""Pädophile im Internet führen würde"" und er dann ""vorgab, ein Polizist zu sein, um sie zu erschrecken"".","Hogg then claimed to officers he had done it as it would ""lead paedophiles"" on the internet before ""pretending he was a police officer to scare them.""","Hogg then told officers he had done it to ""stop paedophiles on the internet"" and then ""pret",16.0,0.6828
"In der Woche des Einsatzes gegen den so genannten Alfonso Cano wurde Eliazar darauf hingewiesen, Kleidung für mindestens drei Tage einzupacken.",The week of Eliazar's operation against alias Alfonso Cano he was warned to take clothes only for three days.,"During the week of the operation against the so-called Alfonso Cano, Eliazar was told to pack",7.14,0.6497
"""Zwischen 1865 und 1890 wurden mindestens 10.000 schwarze Männer gelyncht und die Begründung war fast immer die Vergewaltigung einer weißen Frau,"" sagte Hattery.","""Between 1865 and 1890, at least 10,000 black men were lynched and the justification was almost always the rape of a white woman,"" said Hattery.","""Between 1865 and 1890, at least 10,000",9.7,0.3881
"Ich vermute, das Gehirn ist dann unterbeschäftigt und sorgt selbst für seine Unterhaltung.",I assume that the brain is not busy enough and creates its own entertainment.,I suspect that the brain is then underemployed and entertains itself.,18.99,0.7587
"Im November wurden 23 Personen in México ermordet, gemäß der Auszählungen von MILENIO México sind das vier weniger als im Vormonat.","During November 23 people were killed in the State of Mexico, four less than in the previous month according to the registration of MILLENIUM State of Mexico.","In November, 23 people were murdered in Mexico, according to the count of MILENIO Mexico,",9.18,0.7064
"Der gesellschaftliche Teil lässt sich durch das Öffnen der Salontüren völlig verbinden und so konnte eine größere Gesellschaft bequem plaudern, ohne bei vertraulicheren Gesprächen auf eine gewisse Intimität verzichten zu müssen.",The social part is completely connected by opening the saloon door and a larger group can comfortably communicate without losing the necessary privacy for intimate conversations.,"The social part can be completely connected by opening the salon doors, so that a larger society can comfortably chat without having to sacrifice a certain intimacy for more confidential conversations.",18.51,0.83
Die Gesamthöhe der Prämienboni im Verlauf dieses Jahra wird nach der Agentur Reuters wahrscheinlich auch trotz der heute angezeigten Maßnahme 20 Milliarden Dollar übersteigen.,"Reuters claims that the total bonuses awarded by the business this year, despite today's announcement, exceeds 20 billion dollars.","According to the Reuters agency, the total amount of bonuses paid out this year is likely to exceed 20 billion dollars, despite the measures announced today.",8.85,0.8621
"Der Stab des Gouverneurs entließ die Klage als frivol, und der Online-Kommentar war voll von einer Gegenreaktion mit ""Na, und?"" .","The governor's staff dismissed the lawsuit as frivolous, and the online commentary was rich with a ""who cares?"" backlash.","The governor's office dismissed the suit as frivolous, and the online commentary was full of a counter-reaction of ""So what?""",37.04,0.8687
"Nach kurzem Aufatmen gegen Ende der letzten Woche, als bekannt wurde, dass Berlusconi zurücktreten würde, haben infolge der Unsicherheit über den Erfolg des neuen Ministerpräsidenten die Kosten für die italienischen Staatsanleihen wieder kritische Grenzen erreicht.","After a brief rest at the end of last week, when it became clear that Berlusconi would resign, the Italian debt costs have now reached critical levels between uncertainties about whether the new prime minister will succeed.","After a brief respite at the end of last week, when it was known that Berlusconi would resign, the cost of Italian government bonds has returned to critical levels due to the uncertainty",36.15,0.834
"Eigene mobile Telefondienstleistungen bieten zum Beispiel Amway, Bohemia Telecom, Starlife und andere.","For example, Amway, Bohemia Telecom, Starlife and a number of others offer their own mobile telephone services.","Amway, Bohemia Telecom, Starlife and others offer their own mobile phone services.",46.2,0.9098
"Multinationale Unternehmen mit hohen Schulden werden schlechter dastehen, da ein steigender Dollar ihre Produkte auf dem globalen Markt teurer macht und ebenso die Finanzierung ihrer Schulden.","Multinationals with lots of debt will fare worse, as a rising dollar makes their products more expensive in the global market space and their debt more expensive the finance.","Multinational companies with high debt will be worse off, as a rising dollar makes their products more expensive on the global market and also the financing of their debt.",39.74,0.8783
"Aus diesem Grund hat Mazda vor kurzem beim Modell Mazda3 das automatische Stopp- und Anfahrsystem des Motors, getauft auf den Namen i-Stop, eingeführt, eine Vorrichtung, die allerdings im Moment nur für den 2.0 Benzinmotor mit 150 PS zur Verfügung steht.","Therefore, Mazda3 has just added an engine stopping and starting system - dubbed as the i-Stop -, a mechanism which is, for the moment at least, only available with the 150-horse power 2.0 petrol engine.","For this reason, Mazda has recently introduced on the Mazda3 model the automatic stop and start system of the engine, called i-Stop, which is currently only available for the 2.",3.92,0.7298
"Stellen Sie Ihre Kamera auch auf die Fotos oder Videos ein, die Sie aufnehmen wollen.","Also, set your camera to match the type of photos or video you'll be shooting.",Set your camera to the photos or videos you want to take.,11.56,0.7681
"Kritiker hatten immer wieder darauf hingewiesen, dass es sich lediglich um unverbindliche Reservierungen handelt.",Critics had time and again pointed out that they were only non-binding reservations.,Critics have always pointed out that these are merely non-binding reservations.,18.65,0.9122
"Mangelnde Pressekontrolle bedeutet, dass der internationale Druck auf die indonesische Regierung weitgehend auf die unmittelbaren Nachbarn Papuas beschränkt bleibt.",The lack of press scrutiny means international pressure on the Indonesian government has been largely limited to Papua's immediate neighbors.,Lack of press control means that international pressure on the Indonesian government is largely focused on Papua's immediate neighbours.,29.61,0.8959
"Sobald die Generalversammlung der liberalen Partei zu Ende war, begab sich Jean Charest gestern nach Jean-Talon in Quebec, wo der neue Gesundheitsminister Yves Bolduc (Linke) versucht, in der heutigen Teilwahl gewählt zu werden.","Once the general council of the Liberal Party finished, Jean Charest yesterday visited Jean-Talon, Quebec City, where the new health minister, Yves Bolduc (left) is trying to get elected in the by-election today.","As soon as the general assembly of the Liberal Party was over, Jean Charest went to Jean-Talon in Quebec, where the new Minister of Health, Yves Bolduc (Liberal",21.79,0.6606
"Nicht zuletzt ist auch die Aktivität der Reinigungsfirma ""Praní a čištění"" aus der Karlsbader Region erwähnenswert, die ihren Beschäftigten in Form von Extra-Bonussen zu deren Rentenversicherung beiträgt.","Finally, worth noting is also the activity of Praní a čištění Company of the Karlovy Vary region, which contributes its employees with bonuses to their pension schemes.","Not least, the activity of the cleaning company ""Praní a čištění"" from the Karlovy Vary Region is worth mentioning, which contributes extra bonuses to the",15.1,0.7852
"""Wir gehen von einer Anhebung von 1 Cent plus x aus"", so Bias, wobei die Zahl eher in der Nähe der 2 Cent liegen werde.","""We are working on the assumption of an increase of 1 cent plus x,"" said Bias, with the figure likely to be closer to 2 cents.","""We are starting from an increase of 1 cent plus x,"" said Bias, adding that the figure would be closer to 2 cents.",56.83,0.8661
Die Entführer aus dem Sudan hatten mehrere Millionen Euro Lösegeld gefordert.,The abductors from Sudan had demanded a ransom of several million Euros.,The kidnappers from Sudan had demanded several million euros in ransom.,25.67,0.9247
"Dennoch: die Tatsache, es öffentlich zu wiederholen, verletzt die Aufgabe der Scheinheiligkeit und dient dazu, die amerikanische Diplomatie in ein schlechtes Licht zu setzen.","Nevertheless, repeating it in public breaches the duty to be hypocritical and only places American diplomacy in a bad light.","Nevertheless, the fact of repeating it publicly is an act of hypocrisy, and serves to put American diplomacy in a bad light.",29.31,0.8642
"Mit der Römerwoche sollen die zahlreichen, häufig aber nicht mehr auf den ersten Blick sichtbaren Spuren der Römer in Wachtberg wieder erfahrbar gemacht werden.","The Roman week should, once again, enable us to experience the numerous and common, yet, at first glance, no longer visible, traces of the Romans in Wachtberg.","With the Roman Week, the numerous, often not immediately visible traces of the Romans in Wachtberg are to be rediscovered.",16.27,0.8211
"Zwangsintegration, unter anderem, hatte der relativ idyllischen Isolation der Gemeinde ein Ende gesetzt.","Forced integration, among other things, had ended the community's relatively idyllic isolation.","Forced integration, among other things, put an end to the relatively idyllic isolation of the community.",39.67,0.9212
"Bis zu 68 Milliarden Franken oder rund 45 Milliarden Euro bewilligten die Politiker, um die vor dem Bankrott stehende Großbank zu retten.",The politicians approved up to 68 billion Swiss francs (around 45 billion Euros) to save the bank from bankruptcy.,"Up to 68 billion francs, or around 45 billion euros, were approved by politicians to save the large bank from bankruptcy.",23.05,0.8951
