source,reference,base_prediction,sc_initial,sc_corrected,sc_final,base_bleu,sc_initial_bleu,sc_final_bleu,bleu_diff,base_comet,sc_initial_comet,sc_final_comet,comet_diff
Sein Hauptspiegel soll satte 42 Meter umfassen - und aus knapp 1000 Spiegelelementen zusammen gesetzt werden.,"Its main mirror is to span a full 42 metres and will be made from almost 1,000 mirror elements.",His main mirror should have a diameter of 42 meters - and be made up of about 1000 mirror elements.,His main mirror should be 42 metres in diameter - and made up of nearly 1000 individual mirrors.,"The main mirror of the telescope should have a diameter of 42 meters - and will be made up of around 1,000 individual mirrors.",0.741,10.86,6.46,12.74,1.8800000000000008,0.8279,0.8148,0.7874,-0.04049999999999998
Aus rechtlichen Gründen müssen alle offenen Fragen bis zum 24. Oktober geklärt sein.,For legal reasons all open questions must be clarified by October 24.,"For legal reasons, all open questions must be clarified by the 24th of October.",All outstanding issues must be resolved by 24 October for legal reasons.,All outstanding issues must be resolved by 24 October for legal reasons.,0.741,47.92,10.39,10.39,-37.53,0.9346,0.894,0.894,-0.04059999999999997
"In diesem Sinne ist der Artikel, den der amtierende Conseller Josep Huguet in seinem Blog unterschrieb, symptomatisch.","In this line, is symptomatic the article that counsellor in functions Josep Huguet posted on his blog.","In this sense, the article, which the current Conseller Josep Huguet signed in his blog, is symptomatic.","In this sense, the article signed by the current Conseller, Josep Huguet, in his blog, is symptomatic.","In this sense, the article signed by the current Conseller, Josep Huguet, in his blog, is symptomatic.",0.741,12.84,12.21,12.21,-0.629999999999999,0.7395,0.7508,0.7508,0.011299999999999977
"""Das Spiel gegen Schapdetten, das ist es, was wir nun gewinnen müssen"", sagte Lewandowski.","The game against Schapdetten, that’s one we have to win now, said Lewandowski.","""The game against Schalke, that's what we have to win now"", said Lewandowski.","'The game against Schapdetten is what we need to win now', said Lewandowski.","""The game against Schapdetten is what we need to win now,"" said Lewandowski.",0.741,41.15,25.47,36.01,-5.140000000000001,0.8608,0.8947,0.8919,0.031100000000000017
"""Obwohl ein kleines Wachstum besser ist als gar kein Wachstum, sind die bremsenden Auswirkungen der zunehmenden wirtschaftlichen und geopolitischen Unsicherheiten für die Hersteller deutlicher geworden,"" sagte Rob Dobson, leitender Wirtschaftswissenschaftler bei Markit.","""Although some growth is better than no growth at all, the braking effect of rising economic and geopolitical uncertainties on manufacturers is becoming more visible,"" said Rob Dobson, senior economist at Markit.","""Although a small growth is better than no growth at all, the braking effects of the increasing economic and geopolitical uncertainties for the manufacturers have become clearer,"" said Rob Dobson, senior economist at Markit.","'Although a little growth is better than no growth, the negative effects of increasing economic and geopolitical uncertainty on manufacturers have become clearer,' said Rob Dobson, head of economics at Markit.","""Although a little growth is better than no growth, the dampening effects of growing economic and geopolitical uncertainty for manufacturers have become clearer,"" said Rob Dobson, senior economist at Markit.",0.741,57.8,27.33,45.56,-12.239999999999995,0.884,0.8848,0.8839,-9.999999999998899e-05
"""Echte Kerle wählen Mobilking - den Anbieter, der ihnen gefällt und dem sie vertrauen können"", so David Seibert, der CEO von der Mobile Entertainment Company, der Betreiberfirma dieses virtuellen Anbieters.","""Real men choose Mobilking - the operator that they like and can trust,"" says David Seibert, the CEO of Mobile Entertainment Company, which runs this virtual operator.","""Real men choose Mobilking - the provider that they like and that they can trust"", so David Seibert, the CEO of the Mobile Entertainment Company, the operator of this virtual provider.","'Real men choose Mobilking - the provider that they like and can trust,' said David Seibert, CEO of the Mobile Entertainment Company, the operator of this virtual provider.","""Real men choose Mobilking - the provider that they like and can trust,"" said David Seibert, CEO of the Mobile Entertainment Company, the operator of this virtual provider.Initial analysis: The German ""echte Kerle"" should be ""real men"" not ""real men"" - the model changed ""Kerle"" (men) to ""men",0.741,45.49,44.36,26.4,-19.090000000000003,0.8975,0.918,0.6026,-0.29489999999999994
"Zudem fehlen den Münchnern Manuel Neuer, James, Thiago, Jerome Boateng, Arjen Robben und Juan Bernat.","In addition, the Munich team is missing Manuel Neuer, James, Thiago, Jerome Boateng, Arjen Robben and Juan Bernat.","In addition, the Munich players Manuel Neuer, James, Thiago, Jerome Boateng, Arjen Robben and Juan Bernat are missing.","In addition, Munich are missing Manuel Neuer, James, Thiago, Jerome Boateng, Arjen Robben and Juan Bernat.","In addition, Bayern Munich are missing Manuel Neuer, James, Thiago, Jerome Boateng, Arjen Robben and Juan Bernat.",0.741,76.8,76.09,76.07,-0.730000000000004,0.9012,0.9252,0.9208,0.01959999999999995
"Ob Weidenfeller in Zukunft in allen Europa-League-Spielen zum Einsatz kommt, ließ Tuchel jedoch offen.",Tuchel is leaving it open as to whether Weidenfelder will be used in all European league matches in the future.,"Whether Weidenfeller will be used in all Europa League games in the future, Tuchel left open.","However, Tuchel did not rule out Weidenfeller being used in all Europa League games in the future.",Whether Weidenfeller will be used in,0.741,24.65,17.06,4.17,-20.479999999999997,0.8628,0.8368,0.4757,-0.3871
"Wie die Polizei am Samstag mitteilte, musste die 49-jährige BVG-Mitarbeiterin in der Seestraße in Wedding anhalten, als sie plötzlich von dem 30-Jährigen attackiert wurde.",The police announced in a statement on Saturday that the 49-year-old Berlin Transport Authority (BVG) worker had to stop on Seestrasse in Wedding when she was suddenly attacked by the 30-year-old man.,"As the police reported on Saturday, the 49-year-old BVG employee had to stop in the Seestraße in Wedding when she was suddenly attacked by the 30-year-old.","As the police reported on Saturday, the 49-year-old BVG employee had to stop in Seestraße in Wedding when she was suddenly attacked by the 30-year-old.","As the police reported on Saturday, the 49-year-old BVG employee had to stop in the Seestraße in Wedding when she was suddenly attacked by a 30-year-old man.",0.741,40.42,40.18,38.37,-2.0500000000000043,0.8223,0.827,0.8409,0.01859999999999995
In der Westantarktis hat sich ein gigantischer Eisberg von der knapp siebenfachen Größe Berlins vom Schelfeis gelöst.,"In the West Antarctic, a gigantic iceberg almost seven times the size of Berlin has detached from the ice shelf.","In the West Antarctic Ice Sheet, a gigantic iceberg has broken off from the nearly seven-fold size of Berlin from the shelf ice.","In the West Antarctic, a gigantic iceberg has broken off from the nearly sevenfold size of Berlin from the shelf.","In the West Antarctic, an iceberg the size of seven times Berlin",0.741,27.03,43.94,22.26,-4.77,0.7061,0.7061,0.6955,-0.010599999999999943
"Von April bis Juni waren die Preise aber schon um 3,6 Prozent niedriger als im Vorjahr.","But from April to June, rates had already dropped by 3.6 percent versus the previous year.","However, from April to June, prices were already 3.6 percent lower than in the previous year.","However, from April to June, prices were already 3.6 per cent lower than in the previous year.","However, from April to June, prices",0.741,35.27,31.57,14.81,-20.46,0.8817,0.8809,0.5572,-0.3245
"Wir brauchen wirklich, wirklich die Unterstützung von Celtic, weil das die Spieler besser macht.","We really, really need the support of Celtic because that makes the players much better.","We really, really need the support of Celtic, because it makes the players better.","We really, really need Celtic's support, because it makes the players better.","We really, really need the support",0.741,61.02,33.12,23.97,-37.050000000000004,0.9456,0.9313,0.691,-0.25460000000000005
"Ich persönlich suche den Kampf allerorten, da für diejenigen, die den Bodenkampf, wie ihn die gemischten Kampfkünste präsentieren, nicht mögen, Wettkämpfe in Nordamerika rar sind.""","""In my case I look for fights everywhere, since for those who do not like the floor fights present in mixed martial arts, competitions in North America are rare.""","I personally look for the fight everywhere, because for those who do not like the ground fight, as the mixed martial arts present it, the fights in North America are rare.""","Personally, I am looking for the fight everywhere, because for those who do not like the ground fighting that mixed martial arts present, fights in North America are rare.","Personally, I am looking for the fight everywhere, because for those who do not like groundfighting, as presented by the mixed martial arts, competitions in North America are rare.",0.741,39.72,37.76,46.12,6.399999999999999,0.8059,0.8108,0.8042,-0.0016999999999999238
Sie würde 700.000 Barrel Öl pro Tag aus der Provinz Alberta zu den Raffinerien in Texas pumpen.,"It would carry 700,000 barrels per day from the province of Alberta to refineries in Texas.","She would pump 700,000 barrels of oil per day from the province of Alberta to the refineries in Texas.","It would pump 700,000 barrels of oil a day from Alberta to the refineries in Texas.","She would be pumping 700,000 barrels of oil per day from Alberta to the refineries in Texas.",0.741,51.09,24.2,25.15,-25.940000000000005,0.8842,0.9036,0.8776,-0.006599999999999939
"Wenn man den republikanischen Präsidentschaftskandidaten so zuhört, könnten die Wähler fast diesen Eindruck bekommen.","To listen to republican presidential candidates, the electors might believe it.","If one listens to the Republican presidential candidate, one might get the impression that the voters almost have this impression.","If you listen to the Republican presidential candidate, the voters might almost get that impression.",If one listens to the Republican,0.741,2.7,7.44,3.01,0.3099999999999996,0.726,0.773,0.5997,-0.12629999999999997
"Die Sprecherin des Bodenfonds Lubomír Černá führte auf die diesbezügliche Frage von Právo an, die Polizei habe in der Pilsner Nebenstelle des Bodenfonds tatsächlich Festnahmen vorgenommen und dies während eines öffentlichen Wettbewerbs.","A spokesman of the Land Fund Lubomíra Černá replied to the question by Pravo that police actually made arrests at a detached workplace in Plzen, namely during the public tendering procedure.","Lubomír Černá, the spokesperson of the Bodenfonds, replied to the question of Právo about the fact that the police had actually made arrests in the Pilsner branch of the Bodenfonds during a public competition.","Lubomír Černá, the spokesperson for the Land Fund, replied to the question of Právo about the fact that the police had actually made arrests in the Pilsner branch of the Land Fund during a public competition.","Lubomír Černý, the spokesperson for the Land Fund, replied to the question of Právo about the fact that the police had actually made arrests in the Pilsen branch of the Land Fund during a public competition.",0.741,12.12,17.08,16.87,4.750000000000002,0.7096,0.7419,0.7452,0.035599999999999965
"(sda) Am Tag ihres 38. Geburtstags gab Tennislegende Martina Hingis auf Twitter bekannt, dass sie erstmals Mutter wird.","(sda) On the day of her 38th birthday, the tennis legend Martina Hingis announced on Twitter that she will become a mother for the first time.","On the occasion of her 38th birthday, tennis legend Martina Hingis announced on Twitter that she will become a mother for the first time.","(sda) On the day of her 38th birthday, tennis legend Martina Hingis announced on Twitter that she is to become a mother for the first time.","Martina Hingis, the tennis legend, announced",0.741,71.92,81.67,2.73,-69.19,0.8836,0.908,0.4604,-0.4232000000000001
"Den Nobelpreis für Medizin haben zwei amerikanischen Biologinnen, Elizabeth Blackburn und Carol Greider, zusammen mit ihrem Landsmann Jack Szostak für die Forschung im Chromosonen-Bereich erhalten.","The Nobel Prize for medicine went to two American biologists, Elizabeth Blackburn and Carol Greider, together with their fellow countryman Jack Szostak, for their research in chromosomes.","Two American biologists, Elizabeth Blackburn and Carol Greider, together with their compatriot Jack Szostak, have been awarded the Nobel Prize in Medicine for their research in the field of chromosomes.","The Nobel Prize for Medicine has been awarded to two American biologists, Elizabeth Blackburn and Carol Greider, together with their compatriot Jack Szostak for research in the chromosome area.","The Nobel Prize for Medicine has been awarded to two American biologists, Elizabeth Blackburn and Carol Greider, together with their countryman Jack Szostak for research in the chromosomal field.Initial analysis: The translation accurately captures the meaning",0.741,46.89,53.85,43.31,-3.5799999999999983,0.8891,0.8918,0.8153,-0.07379999999999998
"Lopez hat Eltern und Lehrern empfohlen, alkoholfreie Produkte oder Desinfektionstücher zu nutzen und Händedesinfektionsmittel außerhalb der Reichweite des Kindes zu lagern.",Lopez has recommended parents and teachers use nonalcoholic products or sanitizing wipes short of moving hand sanitizer out of a child's reach.,Lopez has advised parents and teachers to use alcohol-free products or disinfectant wipes and to store hand disinfectants outside the reach of children.,Lopez has advised parents and teachers to use alcohol-free products or disinfectant wipes and to store hand sanitiser out of the reach of children.,Lopez recommended to parents and teachers to use alcohol-free products or disinfectant wipes and to store hand sanitiser out of the reach of children.Initial analysis: The translation accurately captures the meaning,0.741,10.05,10.54,7.21,-2.8400000000000007,0.8659,0.8778,0.8181,-0.047799999999999954
"Die Welt beobachtet, wenn die US-Notenbank an zwei Tagen, am Mittwoch und Donnerstag, zusammenkommt, um die wichtige Entscheidung zu treffen, ob zum ersten Mal seit fast einem Jahrzehnt die Zinsen angehoben werden oder nicht.","The world is watching as the US Federal Reserve meets over two days on Wednesday and Thursday, to take the crucial decision on whether or not to raise interest rates for the first time in nearly a decade.","The world is watching as the US Federal Reserve meets twice this week, on Wednesday and Thursday, to decide whether to raise interest rates for the first time in almost a decade.","The world is watching as the US Federal Reserve meets on two days, Wednesday and Thursday, to decide whether to raise interest rates for the first time in almost a decade or not.","The world is watching as the US Federal Reserve meets on two days, Wednesday and Thursday, to decide whether to raise interest rates for the first time in almost a decade or not.",0.741,56.25,55.81,55.81,-0.4399999999999977,0.8956,0.9044,0.9044,0.00880000000000003
"Wie Ina Müller das nächtliche Saufgelage überstanden hat, ist bislang nicht bekannt.",We still don't know how Ina Müller survived the binge drinking at night.,How Ina Müller managed to survive the nightly drinking binge is not yet known.,How Ina Müller managed to survive the night's drinking session is not yet known.,How Ina Müller survived the night of drinking is still unknown.Initial analysis: How Ina Müller managed to survive the night's drinking session is not yet known.,0.741,6.92,6.61,9.24,2.3200000000000003,0.8588,0.8489,0.7108,-0.14800000000000002
Darüber hinaus werden allen Mitarbeitern der Samstagsschicht das Fahrgeld und Mittagessen bezahlt.,"Additionally, all employees working the Saturday shift will have their travel expenses and lunch paid for.","In addition, all employees of the Saturday shift will be paid for travel expenses and lunch.","In addition, all staff working on Saturdays will be paid travel expenses and lunch.","In addition, all staff working the Saturday shift will be paid for travel and lunch.",0.741,36.19,18.26,29.48,-6.709999999999997,0.8869,0.8916,0.9012,0.01429999999999998
"Der Strafgerichtshof in Truro erfuhr, dass er seine Stieftochter Stephanie Randle regelmäßig fesselte als sie zwischen fünf und sieben Jahre als war.","Truro Crown Court heard he regularly tied up his step-daughter Stephanie Randle, when she was aged between five and seven.",The Court of Criminal Appeal in Truro learned that he regularly fettered his stepdaughter Stephanie Randle as she was between five and seven years old.,"The Court of Appeal in Truro learned that he had regularly tied up his stepdaughter, Stephanie Randle, between the ages of five and seven.","The Court of Appeal in Truro learned that he had tied his stepdaughter, Stephanie Randle, up regularly when she was between five and seven years old.Initial analysis: The German ""fesselte"" should be ""tied her up"" not ""tied up"" - the target uses ""her"" not ""between the ages of five and seven",0.741,14.71,23.1,7.72,-6.990000000000001,0.7854,0.8606,0.5585,-0.2269
"Den einzigen Vorwurf, den ich der Mannschaft machen kann ist, dass wir Richtung Tor in einigen Phasen nicht konkret genug waren.",The only criticism I can make about the team is that we were sometimes not precise enough upfield.,The only criticism I can make of the team is that we weren't precise enough in attacking the goal in some phases.,The only criticism I can make of the team is that we were not specific enough in attack in some phases.,The only criticism I can make,0.741,38.97,45.0,11.46,-27.509999999999998,0.889,0.8896,0.5645,-0.3245
"Als er auf die an die Dachrinne angelehnte Leiter stieg, rutschte diese weg und der Mann stürzte auf den Betonboden.","As he was climbing the ladder, which was resting on the roof guttering, it slipped away and the man fell onto the concrete below.","When he climbed onto the ladder leaning against the gutter, the ladder slipped and the man fell onto the concrete floor.","When he climbed onto the ladder attached to the roof, the ladder slipped and the man fell onto the concrete floor.","As he climbed up the ladder attached to the roof, the ladder slipped away and the man fell onto the concrete floor.",0.741,26.04,27.4,36.97,10.93,0.8341,0.8468,0.8548,0.02070000000000005
"Isabelle Roberts aus Großbritannien kreischte so sehr, als ihr eiskaltes Wasser über den Kopf gegossen wurde, dass sie die ihre Gesichtsstruktur verletzte.",Isabelle Roberts shouted so violently while freezing water was poured over her head that she damaged the structure of her face.,Isabelle Roberts from Great Britain screamed so loudly when ice-cold water was poured over her head that she damaged her facial structure.,Isabelle Roberts from Britain screamed so much when cold water was poured over her head that she damaged her facial structure.,Isabelle Roberts from Britain screamed so loudly when cold water was poured over her head that she damaged her facial structure.,0.741,40.42,42.39,42.39,1.9699999999999989,0.8522,0.8738,0.8712,0.019000000000000017
Dieses Gerät muss pro Sekunde lediglich einige Inputs verarbeiten und entsprechend auf sie reagieren.,The device is supposed to process only a few inputs per second and react on them accordingly.,This device must process only a few inputs per second and react accordingly.,This device must process only a few inputs per second and react accordingly.,This device must process only a,0.741,49.54,49.54,4.39,-45.15,0.9045,0.9045,0.5961,-0.3084
"Die klugen Telefone sind eine Erfolgsgeschichte, wenn auch nicht für Nokia.",Smartphones are a success story - even if the same cannot be said for Nokia.,"The smartphones are a success story, although not for Nokia.","The smart phones are a success story, although not for Nokia.","Smartphones have been a success story,",0.741,21.97,22.2,7.26,-14.709999999999999,0.8383,0.8596,0.672,-0.1663
Der geplante Vertrag zwischen dem Ministerium und der Bahngesellschaft werde für eine Dauer von elf Jahren geschlossen.,The planned contract between the ministry and the train company is being concluded for a period of eleven years.,The planned contract between the ministry and the railway company will be concluded for a period of eleven years.,The proposed contract between the Ministry and the railway company will be for a period of eleven years.,The proposed contract between the Ministry and the railway company will be for a period of eleven years.,0.741,70.4,40.28,40.28,-30.120000000000005,0.9249,0.9017,0.9017,-0.02320000000000011
"""Wenn ich dabei sterbe, Leben zu retten, denke ich, dass Gott in mir einen Märtyrer sieht.""","""If I were to die saving lives, I would think that God saw me as a martyr.""","""If I die while trying to save lives, I think God sees me as a martyr.""","If I die trying to save a life, I think that God sees a martyr in me.","""If I die, saving a life, I think that God sees a martyr in me.""",0.741,36.76,12.31,16.49,-20.27,0.8912,0.8468,0.8642,-0.027000000000000024
"Plibersek zufolge hat die Regierung Gespräche mit anderen Ländern geführt, die ähnliche Verpackungsgesetze erwägen.",Plibersek said the government had held discussions with other countries considering similar laws on packaging.,"According to Plibersek, the government has held talks with other countries that are considering similar packaging laws.","According to Plibersek, the Government has been in discussions with other countries that are considering similar packaging laws.","According to Plibersek, the Government has been in discussions with other countries that are considering similar packaging laws.",0.741,12.67,16.59,16.59,3.92,0.892,0.8742,0.8742,-0.017800000000000038
"Die Gesetzgeber in den Bundesstaaten haben kürzlich die Vorschriften geändert, damit Schulen Epinephrin einfacher vorrätig halten können.",State legislatures have recently been updating rules to allow schools to stock epinephrine more easily.,The legislators in the federal states have recently changed the regulations so that schools can more easily keep epinephrine on hand.,The legislators in the states have recently changed the rules so that schools can more easily stock epinephrine.,The legislators in the states have recently changed the rules so that schools can more easily stock epinephrine.,0.741,5.62,7.76,7.76,2.1399999999999997,0.8793,0.9015,0.9015,0.022199999999999998
Doch unter Tais Regentschaft entwickelte sich eine neue Generation gemässigter Politiker und die DPP kämpft um die Stimmen der Berufstätigen und der Jugend.,"But under the leadership of Ms Tsai, a new generation of moderates has emerged and the DPP is working hard to attract professionals and youths.","However, under the reign of Tais, a new generation of moderate politicians developed, and the DPP is fighting for the votes of the working class and the youth.","However, under Tais's reign, a new generation of moderate politicians has emerged and the DPP is fighting for the votes of professionals and the young.","However, under Tais's rule, a new generation of moderate politicians",0.741,21.37,33.17,9.51,-11.860000000000001,0.821,0.8393,0.5838,-0.23719999999999997
"Ehemalige Mudschaheddin, die afghanische Regierung und aktuelle Taliban haben den gemeinsamen Wunsch, die Frauen in einer untergeordneten Position zu halten.","Former Mujahidin, the Afghan Government and the current Taliban are allied in the desire to keep women in an inferior position.","Former Mujahideen, the Afghan government and the current Taliban have a common desire to keep women in a subordinate position.","Former Mujahideen, the Afghan government and the current Taliban all share the desire to keep women in a subordinate position.","Former Mujahideen, the Afghan government and the current Taliban all share the desire to keep women in a subordinate position. According to the target, the translation accurately captures the meaning",0.741,33.65,39.11,26.62,-7.029999999999998,0.8873,0.8889,0.7527,-0.13459999999999994
"Die Regierung vermutet, dass Tausende Personen auch nach ihrem Abschied aus dem öffentlichen Dienst noch Gehaltszahlungen erhalten.",The government suspects that thousands of people continue to receive salaries after leaving the civil service.,The government suspects that thousands of people will continue to receive salary payments even after they leave the public service.,The Government believes that thousands of people will continue to receive salaries even after they leave the public service.,The Government believes that thousands of people will continue to receive salaries even after they leave the public service.,0.741,38.09,28.13,28.13,-9.960000000000004,0.9012,0.8781,0.8781,-0.02310000000000001
"Stattdessen verkündete der Bühnenleiter, dass die Vorstellung weiterginge, sobald das Problem gelöst sei.","Instead, the stage manager announced the performance would resume as soon as the problem was resolved.","Instead, the stage manager announced that the performance would continue as soon as the problem had been solved.","Instead, the stage manager announced that the performance would continue as soon as the problem was solved.","Instead, the stage manager announced that the show would continue once the problem was solved.",0.741,48.81,57.78,36.34,-12.469999999999999,0.9215,0.9206,0.9112,-0.010299999999999976
"Die Abwälzung der Verantwortung auf die ČTÚ ist dann in den Telekommunikationsdienstleistungen ein recht üblicher Trick, mit dem sich das ÚOHS von der ganzen Angelegenheit distanziert.","Placing the responsibility on the CTO is a rather common trick in telecommunications, through which the OPC can have nothing to do with the whole matter.","The shifting of responsibility to the ČTÚ is then a common trick in telecommunications services, with which the ÚOHS distances itself from the whole affair.","The transfer of responsibility to the ČTÚ is then a common trick in telecommunications services, with the ÚOHS distancing itself from the whole affair.","The shifting of responsibility to the ČTÚ is then a common trick in telecommunications services, with the ÚOHS distancing itself from the whole affair.",0.741,13.45,13.24,13.24,-0.20999999999999908,0.7759,0.7797,0.7834,0.007499999999999951
"In vier der Fälle verknüpften sie den Begriff mit ""etwas sehr eigenem"" auf persönlicher Ebene und ""auf das Passwort und den Benutzer"", wenn sie ihn auf die sozialen Netzwerke anwendeten.","In four cases, they associated the term with ""something very much mine"" on a personal level, and ""in the user name and password"" when applied to social networks.","In four of the cases, they linked the term with ""something very personal"" on a personal level and ""on the password and the user"" when they applied it to social networks.","In four of the cases, they linked the term with 'something very personal' on a personal level and 'on the password and the user' when they applied it to social networks.","In four of the cases, they associated the term with ""something very personal"" on a personal level and ""on the password and the user"" when they applied it to social networks. Teacher's evaluation: The translation accurately captures the meaning",0.741,37.49,22.19,37.57,0.0799999999999983,0.8421,0.8341,0.7861,-0.05599999999999994
"Die Opposition kritisierte diesen Aufschub und drang auf die Vertreter der Regierung ein, auf eine Revision beim Bundesverwaltungsgericht in Leipzig zu verzichten.",The opposition criticised this delay and called upon the government representatives to do without an appeal before the Federal Administrative Court in Leipzig.,The opposition criticized this postponement and urged the representatives of the government to give up the appeal to the Federal Administrative Court in Leipzig.,The opposition criticised this delay and urged the representatives of the government to give up the idea of appealing to the Federal Administrative Court in Leipzig.,The opposition criticised this delay and urged the representatives of the government to give up the idea of appealing to the Federal Administrative Court in Leipzig.,0.741,30.3,41.79,41.79,11.489999999999998,0.8333,0.8313,0.8313,-0.0020000000000000018
"Ich weiß noch, wie er sagte, dass, wenn Mincy eine Meisterschaft für Bayamon ermöglicht hatte, Gausse für eine weitere sorgen würde.","I remember him saying that if Mincy had given Bayamon one championship, Gausse would help get another.","I still remember how he said that, if Mincy won a championship for Bayamon, Gausse would worry about another one.","I still remember how he said that if Mincy had won a championship for Bayamon, Gausse would be responsible for another one.","I remember how he said that if Mincy had won a title for Bayamon, Gausse would be responsible for another one.Initial analysis: the translation accurately captures the meaning",0.741,9.79,16.94,12.83,3.040000000000001,0.8172,0.858,0.7512,-0.06600000000000006
"Nach wenigen Tagen flüstert Giffords ein weiteres Wort: ""Toast"". Sie möchte, dass ihr Frühstück geändert wird.","Within days, Giffords uttered another word - ""toast,"" a request for a change in her breakfast menu.","After a few days, Giffords speaks another word: ""Toast"". She wants her breakfast to be changed.","After a few days, Giffords whispers another word: 'Toast'. She wants her breakfast changed.","After a few days, Giffords says",0.741,10.58,10.02,3.08,-7.5,0.7959,0.7846,0.3961,-0.39980000000000004
"Dazu gehörte das Medley von Steuer-fürchtenden-Schurken, Telefon-hackenden Ausländern und den Pseudo Nicht-Inländern, die die meisten unserer großen Zeitungen besitzen.","They included the medley of tax-shy rascals, phone-hacking foreigners and pseudo non-doms who own most of our great newspapers.","It included the medley of tax-fearing scoundrels, telephone-hacking foreigners and the pseudo non-nationals who own most of our major newspapers.","This included the medley of tax-dodging villains, foreign phone hackers and the pseudo-non-nationals who own most of our major newspapers.","This included a medley of tax-dodging villains, foreign phone hackers and the pseudo-non-nationals who own most of our major newspapers.Initial analysis: the translation accurately captures the meaning",0.741,32.77,30.7,15.78,-16.990000000000002,0.8817,0.8587,0.7732,-0.10850000000000004
"Auch wenn die französischen Truppen mit dem Frieden von Lunéville vom 9. Februar 1801 schließlich abzogen: Es waren die heutigen Nachbarn, die die Idee einer flächendeckenden Bayern-Karte kreierten.",Even if the French troops finally retreated with the Treaty of Lunéville from 9th February 1801: it was the current neighbours who had the idea to create a comprehensive map of Bavaria.,"Although the French troops withdrew from the Peace of Lunéville on February 9, 1801: It was the neighbors who created the idea of ​​a comprehensive Bavarian map.",Although the French troops withdrew from the Peace of Lunéville on 9 February 1801: it was the neighbours who created the idea of a comprehensive Bavarian map.,Even though the French troops withdrew from the Treaty of Lunéville on 9 February 1801: it was the neighbours who created the idea of a comprehensive Bavarian map.,0.741,8.44,23.78,29.71,21.270000000000003,0.8222,0.8465,0.864,0.04179999999999995
"Wir können nicht verstehen, was in den Köpfen dieser jungen Leute vorgehen muss, dass sie einen billigen Angriff auf ein hilfloses Tier lustig finden, auf ein Tier, das uns Liebe, Gesellschaft und Freundschaft gibt.","We don't understand what is happening when young people consider it fun to gratuitously mistreat a defenseless animal which gives us love, companionship and friendship.","We cannot understand what is going on in the heads of these young people that they find a cheap attack on a defenseless animal funny, on an animal that gives us love, companionship and friendship.","We cannot understand what is going on in the minds of these young people that they can find a cheap attack on a defenceless animal funny, an animal that gives us love, companionship and friendship.","We cannot understand what is going on in the minds of these young people that they can find a cheap attack on a defenseless animal funny, an animal that gives us love, companionship and friendship.",0.741,26.05,23.71,26.05,0.0,0.8116,0.799,0.8061,-0.005499999999999949
Mit festen Ansprechpartnern für die Kinder und eine Zuordnung zum Team.,With designated contact persons for the children and place in the team.,With fixed contact persons for the children and an assignment to the team.,With fixed partners for the children and a place on the team.,With fixed contacts for the children and assigned to a team.Initial analysis: With fixed partners for the children and a place on the team.,0.741,45.72,29.78,12.87,-32.85,0.863,0.7905,0.7507,-0.11229999999999996
Regionaldekan Georg Schmitt erläuterte anhand einer Präsentation die neu gefassten Richtlinien für Seelsorgeeinheiten in der Erzdiözese Freiburg.,Regional Dean Georg Schmitt explained the newly drawn-up guidelines for pastoral care units in the arch-diocese of Freiburg with the help of  a presentation.,Regional dean Georg Schmitt explained the new guidelines for pastoral care units in the Archdiocese of Freiburg at a presentation.,Regional dean Georg Schmitt explained the new guidelines for pastoral units in the Archdiocese of Freiburg using a presentation.,Regional Dean Georg Schmitt explained the new guidelines for pastoral units in the Archdiocese of Freiburg using a presentation.,0.741,40.35,22.43,34.12,-6.230000000000004,0.8722,0.8744,0.8708,-0.0013999999999999568
Der Plan zur Unterstützung des Finanzsystem wird am Montag im amerikanischen Kongress verhandelt.,The plan to support the financial system will be discussed in the House of Representatives on Monday.,The plan to support the financial system will be discussed on Monday in the American Congress.,The plan to support the financial system will be debated in the US Congress on Monday.,The plan to support the financial system will be debated in the US Congress on Monday.,0.741,59.8,56.55,56.55,-3.25,0.9217,0.9164,0.9164,-0.005299999999999971
Der Verteidigungsetat Israels ist größer als der seiner vier arabischen Nachbarn zusammen.,Israel's defence budget is bigger than that of its four Arab neighbours combined.,The defense budget of Israel is greater than the sum of the defense budgets of its four Arab neighbors.,The defence budget of Israel is larger than that of its four Arab neighbours combined.,The defence budget of Israel is larger than that of its four Arab neighbours combined.,0.741,14.25,56.77,56.77,42.52,0.8797,0.9447,0.9447,0.06499999999999995
"Sexuelle Gewalt gehört für Frauen, die alleine fliehen, fast schon zum Alltag.","For women fleeing a country on their own, sexual violence is almost part of daily life.",Sexual violence is almost part of everyday life for women who flee alone.,Sexual violence is almost a daily occurrence for women fleeing alone.,Sexual violence is almost a daily occurrence for women fleeing alone.,0.741,22.47,10.81,10.81,-11.659999999999998,0.8914,0.8245,0.8245,-0.06689999999999996
"Etwas, das faszinierend zum Anschauen ist und gleichzeitig die Vorteile von Probiotika erklärt.",Something that would be fascinating to watch and at the same time explain the benefits of probiotics.,Something that is fascinating to look at and at the same time explains the advantages of probiotics.,Something that is fascinating to watch and at the same time explains the benefits of probiotics.,Something that is fascinating to watch and at the,0.741,32.62,62.94,24.3,-8.319999999999997,0.8792,0.9156,0.5608,-0.3184
