source,reference,base_prediction,sc_initial,sc_corrected,sc_final,base_bleu,sc_initial_bleu,sc_final_bleu,bleu_diff,base_comet,sc_initial_comet,sc_final_comet,comet_diff
"Ihre Auslandspläne sind nicht gerade klein, bislang sind Sie schon in Madrid, Brüssel, London oder in Moskau aufgetreten.","Your international plans are not modest; you have already performed, for instance, in Madrid, Brussels, London, and Moscow.","Your international plans are not exactly small, so far you have already performed in Madrid, Brussels, London or in Moscow.","Your international plans are not small, you have already been to Madrid, Brussels, London or Moscow.","Your international plans are not exactly modest, so far, you have already appeared in Madrid, Brussels, London, or Moscow.",0.824,45.25,35.34,46.37,1.1199999999999974,0.8709,0.8064,0.8618,-0.009099999999999997
"Und dann verabschiedete ich mich mit einer Meisterschaft 1981, dem Jahr des Debüts von Jerome Mincy bei BSN.","And then I said goodbye with one in 1981, Jerome Mincy's debut year in the BSN.","And then I bid farewell with a championship in 1981, the year of Jerome Mincy's debut at BSN.","And then I left with a championship in 1981, the year Jerome Mincy made his debut with BSN.","And then I left with a championship 1981, the year Jerome Mincy made his debut with BSN.",0.824,18.86,15.38,12.67,-6.1899999999999995,0.797,0.7366,0.7184,-0.0786
So würden sich aufgrund der geringen Verteilungsgrundlage zum Beispiel Aufwendungen für notwendige Reparaturen von mehreren Tausend Euro gravierend auswirken.,"As a result of the low distribution, expenses for critical repairs amounting to several thousand euros, for example, seem major.","Due to the small distribution base, for example, expenditures for necessary repairs could have a significant impact of several thousand euros.","So, for example, the cost of necessary repairs would be several thousand euros.","So, due to the low distribution base, costs of necessary repairs would gravely affect, for example, several thousand euros.",0.824,17.23,15.04,20.14,2.91,0.8036,0.7366,0.7709,-0.03269999999999995
(dpa) Die Schweiz startet an diesem Montag ein elektronisches Register für Organspender.,(dpa) Switzerland starts its electronic register for organ donation this Monday.,"On this Monday, Switzerland starts an electronic register for organ donors.",(dpa) Switzerland is starting an electronic register for organ donors on Monday.,"(dpa) On Monday, Switzerland will launch an electronic organ donor registry.",0.824,24.92,36.16,12.5,-12.420000000000002,0.8607,0.917,0.905,0.044300000000000006
"Das Fehlen von ähnlichen Darstellungen in Shows ist offensichtlich, besonders im Hinblick darauf, wie das Bedürfnis für Männer, sich zu öffnen, jetzt noch verzweifelter als je zuvor geworden ist, wie Selbstmordraten unter jungen Männern auf einem 15-Jahres-Hoch beweisen.","The absence of similar portrayals in shows is glaring, particularly given how the need for men to open up is more desperate now than ever, with suicide rates amongst young males at 15 year high.","The lack of similar representations in shows is obvious, especially considering how the need for men to open up has become even more desperate than ever before, as suicide rates among young men have reached a 15-year high, proving it.","The lack of similar representations in shows is obvious, especially in view of the fact that the need for men to open up is now more desperate than ever, as suicide rates among young men are at a 15-year high.","The lack of similar representations in shows is obvious, especially in view of the fact that the need for men to open up is now more desperate than ever, as suicide rates among young men are at a 15-year high.",0.824,24.11,27.64,27.64,3.530000000000001,0.8685,0.8991,0.8991,0.03059999999999996
"Das Mieten von Lehrbüchern wird beliebter, und so können Studenten ein Buch ein Semester lang benutzen, häufig zu einem deutlich günstigeren Preis als beim Kauf.","Renting textbooks is on the rise, allowing students to use a book for the semester, often at a significant discount to buying.","The rental of textbooks is becoming more popular, and so students can use a book for an entire semester, often at a significantly lower price than buying it.","Renting textbooks is becoming more popular, and so students can use a book for a semester, often at a much lower price than buying it.","Renting textbooks is becoming more common, and so students can use a book for a semester, often at a much lower price than buying it.",0.824,22.1,26.95,26.95,4.849999999999998,0.8985,0.9,0.8982,-0.00029999999999996696
"""Die Leute waren immer froh Zora zu sehen"", sagte Mr Franklin.","""People were always glad to see Zora,"" Mr. Franklin said.","""The people were always happy to see Zora,"" said Mr. Franklin.",Mr Franklin said: 'People were always happy to see Zora'.,"Mr Franklin said: ""The people were always happy to see Zora.""",0.824,35.93,9.82,16.1,-19.83,0.9556,0.9317,0.9341,-0.021499999999999964
"Treasure kannte Lawson und behandelte einige andere, die vermutlich ebenfalls während ihrer Ausbildung im Krankenhaus dem Asbest ausgesetzt waren.","Treasure knew Lawson, and treated some others who are likely to have been exposed while training at the hospital.","To translate the given German sentence into English, I will follow these steps:","Treasure knew Lawson and treated some others, who were probably also exposed to asbestos during their training in hospital.","Treasure knew Lawson and had treated some others, who had probably also been exposed to asbestos during their training in hospital.",0.824,2.09,20.47,14.35,12.26,0.396,0.8331,0.8415,0.4455
"Die Minenarbeiter von Kawah Ijen verdienen 5 Eurocent für jedes Kilo Schwefel, das sie abbauen.",The Kawah Ijen miners are paid 5 euro cents for each kilo of sulphur removed.,The miners of Kawah Ijen earn 5 Euro cents for every kilogram of sulfur they mine.,The miners of Kawah Ijen earn 5 eurocents for each kilo of sulphur they extract.,The miners of Kawah Ijen dig up 5 cents for each kilo of sulfur they dig up.,0.824,7.92,29.48,25.89,17.97,0.8858,0.9019,0.8334,-0.0524
"So schliefen die tschechischen Urlauber bei Reisen nach Paris im Zelt im Park, denn wer hätte damals schon das Geld für eine Unterkunft im Hotel oder in einer Pension gehabt.","For example, in Paris, Czech tours slept in parks in tents, because their income at the time was not enough to pay for a hotel or a pension.","So the Czech holidaymakers slept in tents in the park during their trips to Paris, because who would have had the money for a hotel or pension accommodation at that time.","So the Czech holidaymakers slept in tents in the park when they travelled to Paris, because who would have had the money for a hotel or a pension at that time.","So the Czech tourists slept in tents in the park when travelling to Paris, who would have had the money back then for accommodation.",0.824,12.83,21.38,4.62,-8.21,0.8092,0.8031,0.677,-0.13219999999999998
"Er äußerte sich insbesondere alarmierend zur betrügerischen Briefwahl - bei der ältere Mitglieder der muslimischen Gemeinschaft Druck auf Leute gemacht hätten, einen Kandidaten ihrer Wahl zu wählen.",He voiced particular alarm about postal voting fraud - in which senior members of the Muslim community were said to have exerted pressure on people to vote for a candidate of their choosing.,He expressed himself particularly alarmingly about the fraudulent ballot - in which older members of the Muslim community had put pressure on people to vote for a candidate of their choice.,He was particularly alarmed about the fraudulent postal ballot - where older members of the Muslim community had put pressure on people to vote for a candidate of their choice.,"He expressed particular alarm about the fraudulent postal ballot - where older members of the Muslim community had put pressure on people to vote for a candidate of their choice. The model added an explanation that wasn't in the target text, making the sentence longer and more",0.824,41.86,39.0,29.26,-12.599999999999998,0.832,0.8639,0.7069,-0.1251
"Rosbalt setzt das Projekt ""Petersburger Avantgarde"" fort, das Stadtbewohnern gewidmet ist, die die Avantgarde der Kunst und Kultur bilden.","Rosbalt continues the project St. Petersburg Avant-garde, dedicated to residents who are ahead, in the avant-garde of culture and art.","Rosbalt continues the project ""Petersburger Avantgarde"", which is dedicated to the residents of the city who form the avant-garde of art and culture.","Rosbalt continues the project 'Petersburger Avantgarde', which is dedicated to the residents of the city, who are the avant-garde of art and culture.","Rosbalt continues the project ""Petersburger Avantgarde"", which is dedicated to the residents of the city, who are the avant-garde of art and culture.",0.824,16.17,18.02,16.65,0.4799999999999969,0.815,0.805,0.8056,-0.009399999999999964
"Zuvor hatte Moody die Bombe in einem Interview mit racing.com hochgehen lassen, dass die Integritäts-Abteilung versucht hatte, seinen Stall auszuspionieren.","Earlier, Moody had dropped the bombshell in a racing.com interview that the integrity department had tried to spy on his stable.","Before, Moody had let the bomb go off in an interview with racing.com that the integrity department had tried to spy on his stable.","Previously, Moody had let the cat out of the bag in an interview with racing.com that the integrity department had tried to spy on his stable.","Previously, Moody had let the cat out of the bag in an interview with racing.com that the integrity department had tried to spy on his stable.",0.824,51.29,47.69,47.69,-3.6000000000000014,0.7672,0.7133,0.7133,-0.05389999999999995
"SPD-Chef Gabriel sagte: ""Die SPD ist bereit, über alles zu reden, was dazu beiträgt, die Sicherheit weiter zu erhöhen"".","SPD Head Gabriel said that ""the SPD is prepared to discuss anything that will increase security further"".","SPD Chief Gabriel said: ""The SPD is ready to talk about everything that contributes to further increasing security.""",SPD leader Gabriel said: 'The SPD is ready to talk about everything that will help to increase security'.,"SPD leader Gabriel said: ""The SPD is ready to talk about everything to increase security further"".",0.824,6.43,7.54,24.69,18.26,0.9131,0.902,0.9041,-0.009000000000000008
"Es gibt nur wenige Staatsgäste, deren Abreise in Deutschland für so große Erleichterung sorgt wie jene von Recep Tayyip Erdogan.",There are only a few state guests whose departure creates as great a sense of relief in Germany as that of Recep Tayyip Erdogan.,There are only a few state guests whose departure from Germany causes such great relief as that of Recep Tayyip Erdogan.,There are few state guests whose departure from Germany causes such great relief as that of Recep Tayyip Erdogan.,There are few state guests whose departure from Germany causes such great relief as that of Recep Tayyip Erdogan.,0.824,56.98,41.05,41.05,-15.93,0.9032,0.8873,0.8873,-0.015900000000000025
"Der EuroStoxx 50 als Leitindex der Eurozone rückte um 1,01 Prozent auf 3207,60 Punkte vor.","The EuroStoxx 50, the benchmark index in the Eurozone, moved ahead by 1.01 percent to 3,207.60 points.","The EuroStoxx 50, as the leading index of the Eurozone, rose by 1.01 percent to 3,207.60 points.","The EuroStoxx 50, the leading index of the Eurozone, rose by 1.01% to 3,207.60 points.","The EuroStoxx 50, the leading index, fell by 1.01% to 3,207.60.",0.824,49.6,39.16,24.28,-25.32,0.9303,0.931,0.8789,-0.0514
Nun steht die süsse Zusammenarbeit vor einem möglichen Ende: Die Fluggesellschaft schreibt den Auftrag neu aus.,Now the sweet collaboration faces a possible end: the airline is inviting new calls for tenders.,Now the sweet cooperation is facing a possible end: The airline reissues the order.,Now the sweet cooperation is coming to an end: the airline is rewriting the contract.,Now the sweet collaboration is coming to an end: the airline is reissuing the contract.,0.824,21.88,27.81,34.72,12.84,0.6946,0.8133,0.7281,0.033499999999999974
"Meine Schwester, sowohl auch ich sind vom Kino der 50-er und 60-er Jahre fasziniert; dort finden wir viele Ideen.",Both my sister that I like the cinema of the 50s and 60s. From there we get bigger inspirations.,"My sister, as well as I, are fascinated by the cinema of the 50s and 60s; there we find many ideas.",My sister and I are fascinated by the cinema of the 1950s and 1960s; there we find many ideas.,"My sister, as well as I, are fascinated by the cinema of the 1950s and 1960s; there we find many ideas.",0.824,27.27,15.36,12.74,-14.53,0.8379,0.833,0.8293,-0.008599999999999941
"Die Gruppe Soteras sagt, die Nachfragen für diesen Freitag mit der Absicht, weniger als 30 Euro auszugeben, würden boomen. Die Gruppe hat ihre Menüs mit Komplettangeboten zwischen 25 und 35 Euro an die Konjunkturlage angepasst.","Soteras group indicate that there is an authentic boom of requests for that Friday, with the pretension of spending no more than 30 Euros, to which they have responded by adapting its menus with formulas of 25 and 35 Euros.",The group Soteras says that the inquiries for this Friday with the intention of spending less than 30 euros would boom. The group has adapted their menus with complete offers between 25 and 35 euros to the market situation.,"The Soteras group says that the demand for this Friday, with the intention of spending less than 30 euros, will boom. The group has adapted its menus with complete offers between 25 and 35 euros to the economic situation.",Soteras says that the demand for this Friday with the intention of spending less than 30 euros will boom. The group has adapted its menus with complete offers between 25 and 35 euros to the economic situation.,0.824,6.63,13.13,8.28,1.6499999999999995,0.8032,0.7973,0.8084,0.005199999999999982
Den Veranstaltern zufolge wird diese 59. Ausgabe mit Musik und Tanz unterstrichen.,"According to organisers, music and dance will mark this 59th edition.","According to the organizers, this 59th edition will be highlighted with music and dance.","According to the organisers, this 59th edition will be marked by music and dance.","According to the organisers, this 59th edition will be highlighted by music and dance.",0.824,18.84,20.15,20.15,1.3099999999999987,0.9066,0.9389,0.9229,0.016300000000000092
"Ebenso ungewöhnlich ist der Auftraggeber von Boeing: der Mittlere Osten, eine wachsende Goldmine zukünftiger Flugzeugbestellungen.","Just as big is where Boeing got the order: the Middle East, a growing gold mine of future airplane orders.","Just as unusual is the customer for Boeing: the Middle East, a growing gold mine for future aircraft orders.","Just as unusual is the customer for Boeing: the Middle East, a growing goldmine for future aircraft orders.","Just as unusual is the customer: the Middle East, a growing goldmine of future aircraft orders.",0.824,42.91,32.69,33.44,-9.469999999999999,0.8843,0.8818,0.85,-0.0343
"Auf der Skala finden sich Aussagen wie ""Viele Dinge, die ich tun muss, wiederholen sich und sind monoton"" und ""Ich habe so viele Interessen, dass ich nicht genug Zeit für alles habe"".","The scale includes questions like, ""Many things I have to do are repetitive and monotonous,"" and ""I have so many interests, I don't have time to do everything.""","On the scale, there are statements like ""Many things I have to do are repetitive and monotonous"" and ""I have so many interests that I don't have enough time for everything"".","On the scale, there are statements such as 'Many of the things I have to do are repetitive and monotonous' and 'I have so many interests that I do not have enough time for everything'.","On the scale, there are statements such as ""Many of the things I have to do are repetitive and monotonous"" and ""I have so many interests that I do not have enough time for everything"".",0.824,51.86,27.9,40.29,-11.57,0.8758,0.8469,0.8571,-0.01870000000000005
"Besonders der Öffentlichkeit erkläre sie nicht gerne ihr Liebesleben: ""Die Leute erwarten, dass du dich auf eine gewisse Art und Weise verhältst und das ärgert mich.","She particularly doesn't like explaining her love life to the public: ""People expect you to behave in a certain way, and that makes me angry.","Especially to the public, she does not like to talk about her love life: ""People expect you to behave in a certain way and that annoys me.""",She does not like to tell the public about her love life: 'People expect you to behave in a certain way and that annoys me.,"Especially to the public, she doesn't like to talk about her love life: ""People expect you to behave in a certain way and that annoys me.",0.824,43.31,34.56,47.61,4.299999999999997,0.8354,0.8832,0.8348,-0.0006000000000000449
"Er ist für Millionen Verehrer in der Welt unvergesslich und unersetzbar und bleibt uns, die das Glück hatten, ihn zu kennen und zu lieben, in unseren Herzen erhalten.","He is unforgettable and irreplaceable, for millions of fans around the world, and in the hearts of each one of us who was fortunate enough to know and love him.","He is unforgettable and irreplaceable for millions of admirers around the world and remains with us, who had the fortune to know and love him, in our hearts.","He is unforgettable and irreplaceable for millions of worshippers in the world and remains with us, who were lucky enough to know and love him, in our hearts.","He is unforgettable and indispensable for millions of devotees in the world and remains with us, who were lucky enough to know and love him, in our hearts.",0.824,31.48,33.61,29.82,-1.6600000000000001,0.8768,0.8616,0.8533,-0.023500000000000076
Doch vor allem Freudenstadts Oberbürgermeister Julian Osswald verteidigte den Hotelstandort und sprach schon damals von ernstzunehmenden Interessenten an dem Haus.,"Yet Freudenstadt's lord mayor, Julian Osswald, in particular, defended the hotel location and already back then spoke of serious interested parties in the establishment.","However, above all, Freudenstadt's mayor Julian Osswald defended the hotel location and spoke of serious interested parties in the house at that time.","However, above all, Freudenstadt's mayor, Julian Osswald, defended the hotel location and spoke of serious potential buyers for the house.","However, above all, Freudenstadt's mayor, Julian Osswald, defended the hotel location and spoke of serious potential buyers for the house.",0.824,37.86,35.14,35.14,-2.719999999999999,0.8155,0.8097,0.8097,-0.005800000000000027
"Als Frucht dieser Vorgehensweise sowie einer Kooperation der Sicherheitsbehörden der französischen und deutschen Betreiber und Konstrukteure von Kernkraftwerken, stellt der EPR einen Entwurf dar, der ihm Widerstandsfähigkeit gegenüber solchen Phänomenen ermöglicht.","The fruit of this step and of cooperation between safety authorities, the operators and French and German constructors, the EPR presents a design enabling it to resist such phenomena.","As a result of this approach and the cooperation of the security authorities of the French and German operators and manufacturers of nuclear power plants, the EPR represents a design that enables it to withstand such phenomena.","As a result of this approach and the cooperation of the security authorities of the French and German operators and constructors of nuclear power plants, the EPR is a design that allows it to withstand such phenomena.","As a result of this approach and the cooperation of the security authorities of the French and German operators and constructors of nuclear power plants, the EPR is a design that allows it to withstand such phenomena.",0.824,11.37,11.5,11.5,0.13000000000000078,0.825,0.8186,0.8186,-0.006399999999999961
"Einmal drücken entspricht einer Note, durch mehrmaliges Drücken kann man ein Lied spielen.","One squeeze equals one note, and a second squeeze starts building a song.","Pressing once corresponds to a note, pressing multiple times allows you to play a song.","Pressing once corresponds to a note, pressing several times plays a song.","Pressing once corresponds to a note, pressing several times allows you to play a song.",0.824,11.2,12.95,11.2,0.0,0.7149,0.7178,0.7139,-0.0010000000000000009
"Gleichzeitig führte er an dass er Beweise aus allen Bezirken hat, dass sie ihre Schritte in Übereinstimmung mit dem Europarecht unternommen haben.",He also said that he has proof from all the regional authorities that they did not act in accordance with European law.,"At the same time, he stated that he has evidence from all districts that they have taken steps in accordance with European law.","At the same time, he said that he had evidence from all the regions that they had taken steps in accordance with European law.","At the same time, he said that he had evidence from all the regions that they have taken their steps in accordance with European law.",0.824,28.09,28.95,27.81,-0.28000000000000114,0.8212,0.8302,0.8219,0.0006999999999999229
"Mit diesen Unterschieden dürfen wir uns nicht zufriedengeben"", sagte die Ministerpräsidentin von Mecklenburg-Vorpommern dem ""Tagesspiegel am Sonntag"".","We cannot permit ourselves to be satisfied with these differences,” said the minister president of Mecklenburg-Vorpommern to the “Tagesspiegel” on Sunday.","With these differences, we cannot be satisfied,"" said the Minister-President of Mecklenburg-Vorpommern to the ""Tagesspiegel"" on Sunday.","We must not be satisfied with these differences, said the Prime Minister of Mecklenburg-Vorpommern to the 'Tagesspiegel' on Sunday.","""We must not be satisfied with these differences,"" said the Minister-President of Mecklenburg-Vorpommern to the ""Tagesspiegel"" on Sunday.",0.824,21.5,37.31,37.28,15.780000000000001,0.8685,0.8762,0.8811,0.012599999999999945
"Die Enthüllung ist die beachtenswerteste Überraschung des lang erwarteten Werkes von Mark Halperin und John Heilemann über den Wahlkampf 2012, „Double Down: Game Change 2012“.","The revelation is the most notable bombshell from Mark Halperin and John Heilemann's heavily anticipated 2012 campaign tome, ""Double Down: Game Change 2012.""","The revelation is the most noteworthy surprise of the long-awaited work of Mark Halperin and John Heilemann about the 2012 election campaign, ""Double Down: Game Change 2012"".","The revelation is the most remarkable surprise of the long-awaited work of Mark Halperin and John Heilemann on the 2012 election, 'Double Down: Game Change 2012'.","The revelation is the most remarkable surprise of the long-awaited book by Mark Halperin and John Heilemann on the 2012 election, ""Double Down: Game Change 2012.""",0.824,41.61,29.77,48.45,6.840000000000003,0.8225,0.7777,0.7872,-0.0353
"Kritiker behaupten, dass das Budget so, wie es vom Parlament angenommen wurde, das Paket der Sparmaßnahmen praktisch liquidiert, die seitens der Fischer- Regierung im Herbst durchgesetzt wurden, und das nach ihrem Verständnis die Staatsverschuldung beenden soll.","Critics claim that the budget, as approved by the House, essentially does away with the package of saving measures put into effect by Fischer's government in autumn and which it believes should stop the state falling deeper into debt.","Critics claim that the budget, as it was adopted by the parliament, practically liquidates the package of austerity measures that were implemented by the fishing government in the fall and which, according to their understanding, should end the state debt.","Critics say that the budget, as adopted by Parliament, practically liquidates the package of savings measures that the fishing government put through in the autumn and which, in their view, should end the state's indebtedness.","Critics say that the budget, as adopted by Parliament, practically liquidates the package of savings measures that the fishing government put through in the autumn and which, in their view, should end the state's indebtedness.",0.824,21.61,16.01,16.01,-5.599999999999998,0.7456,0.7468,0.7468,0.0011999999999999789
Der künftige EM-Cheforganisator Philipp Lahm soll laut Grindel im DFB-Präsidium mitarbeiten.,"According to Grindel, the future head organizer of the 2024 European Football Championship in Germany, Philipp Lahm, is to join the DFB Presidential Board.",The future EM-Cheforganisator Philipp Lahm is supposed to work with Grindel in the DFB-Präsidium.,"According to Grindel, the future EM chief organiser, Philipp Lahm, should work with the DFB board.",Grindel says he should work with,0.824,3.22,26.42,0.21,-3.0100000000000002,0.7071,0.7608,0.3124,-0.39469999999999994
"Professionelle Gamer sollten nicht nur an der Konsole, sondern auch ihren Körper trainieren und auf die Ernährung achten.","Professional gamers ought to train not only on the console, but also their bodies, and should pay attention to their diet.","Professional gamers should not only train on the console, but also their body and pay attention to their diet.","Professional gamers should not only train on the console, but also train their bodies and pay attention to their diet.","Professional gamers should not only train on the console, but also exercise their bodies and pay attention to their nutrition.",0.824,50.38,47.73,38.03,-12.350000000000001,0.9047,0.9114,0.8936,-0.011099999999999999
"""Aber um ehrlich zu sein, wir hätten nicht erwartet, dass dies mit einer solchen Arroganz geschähe, mit einem solchen Druck und auf so unethische Art und Weise, wissen Sie.""","""But to be honest with you, we didn't suspect that this would be done with such arrogance, with such a push and, you know, being so unethically done.""","""But to be honest, we did not expect this to happen with such arrogance, with such pressure and in such an unethical manner, do you know?""","But to be honest, we did not expect this to be done with such arrogance, with such pressure and in such an unethical way, did you?","""But to be honest, we did not expect this to be done with such arrogance, with such pressure and in such an unethical manner, did you?""",0.824,27.63,29.35,33.13,5.5000000000000036,0.8606,0.8629,0.8618,0.0011999999999999789
"""An diejenigen von euch, die sich Fotos ansehen, die mein Mann und ich vor Jahren im privaten Umfeld unseres Hauses aufgenommen haben - ich hoffe, ihr seid so richtig zufrieden mit euch"", schrieb Winstead auf Twitter.","""To those of you looking at photos I took with my husband years ago in the privacy of our home, hope you feel great about yourselves,"" Winstead tweeted.","""To those of you who look at the photos my husband and I took years ago in the private setting of our home - I hope you are truly satisfied with yourselves,"" Winstead wrote on Twitter.",Winstead wrote on Twitter: 'To those of you who look at the photos that my husband and I took years ago in the private environment of our home - I hope you are really satisfied with yourselves'.,"""To those of you who look at the photos that my husband and I took years ago in the privacy of our home - I hope you are truly satisfied with yourselves,"" wrote Winstead on Twitter.",0.824,27.46,14.36,34.27,6.810000000000002,0.8578,0.8389,0.8585,0.0007000000000000339
"Infolge dieser Enthüllungen ist Herr Tremblay Anfang November zurückgetreten, was Montreal in eine schwere Krise stürzte.","Following these revelations, Mr Tremblay resigned in early November, plunging Montreal into a major crisis.","As a result of these revelations, Mr. Tremblay resigned at the beginning of November, plunging Montreal into a severe crisis.","As a result of these revelations, Mr Tremblay resigned at the beginning of November, plunging Montreal into a serious crisis.","As a result of these revelations, Mr Tremblay resigned at the beginning of November, plunging Montreal into a serious crisis.",0.824,33.88,43.19,43.19,9.309999999999995,0.9309,0.9346,0.9346,0.0037000000000000366
"Wir können daher nur Lawsons Frage wiederholen: ""Wie viele von uns werden noch erkranken?""","So now we can only echo Lawson's question: ""How many of us will get the same disease?""","Therefore, we can only repeat Lawson's question: ""How many of us will still fall ill?""",We can only repeat Lawson's question: 'How many of us will fall ill?',"We can therefore only repeat Lawson's question: ""How many of us will still fall ill?""",0.824,47.76,18.54,43.15,-4.609999999999999,0.8463,0.8283,0.8479,0.0015999999999999348
"Für die kanadische Krebsgesellschaft bleibt der Kampf gegen die Tabakabhängigkeit eine Priorität, trotz des Rückgangs der Zahl der Raucher.","For the Canadian Cancer Society, the fight against tobacco remains a priority, despite the decrease in the number of smokers.","For the Canadian Cancer Society, the fight against tobacco dependence remains a priority, despite the decline in the number of smokers.","For the Canadian cancer society, the fight against tobacco dependence remains a priority, despite the decline in the number of smokers.","For the Canadian cancer society, the fight against tobacco dependence remains a priority, despite the decline in the number of smokers.",0.824,76.41,58.91,58.91,-17.5,0.9368,0.9261,0.9261,-0.010699999999999932
"Sie hatte ihm nicht von dem Leben auf dem kalten nördlichen Archipel erzählt, wo sie aufgewachsen war, aber er hatte keine Zweifel, dass es im Wesentlichen so war wie hier.","She hadn't spoken to him about life on the chill northern archipelago where she had grown up, but he didn't doubt it was in all essentials similar to here.","She had not told him about the life on the cold northern archipelago where she grew up, but he had no doubts that it was essentially the same as here.","She had not told him about the life on the cold northern archipelago where she had grown up, but he had no doubts that it was essentially the same as here.","She had not told him about the life on the Arctic archipelago where she grew up, but he had no doubts that it was basically the same as here.",0.824,22.18,36.61,17.57,-4.609999999999999,0.8668,0.8746,0.8126,-0.054200000000000026
"Für Mitchell ist die Flut weißer feministischer Reaktionen auf die durch Ferguson aufgeworfenen Fragen - Polizeiverhalten, Rassendiskriminierung - ein Spiegel der Zeit, in denen weiße Feministinnen ""Fangen"" mit den Problemen spielten, mit denen schwarze Frauen sich seit Generationen auseinander setzten.","To Mitchell, the upswell of white feminist responses to the issues raised by Ferguson - police conduct, racial discrimination - reflect the times white feminists have had to play ""catch up"" to issues black women have grappled with for generations.","For Mitchell, the flood of white feminist reactions to the questions raised by Ferguson - police behavior, racial discrimination - is a mirror of a time when white feminists ""played"" with the problems that black women have been dealing with for generations.","For Mitchell, the flood of white feminist reactions to the questions raised by Ferguson - police behaviour, racial discrimination - is a mirror of the time when white feminists 'played' with the problems that black women have been dealing with for generations.","For Mitchell, the flood of white feminist responses to the questions raised by Ferguson - police behaviour, racial discrimination - is a mirror of the time when white feminists playing catch-up with the problems with which black women have been grappling for generations.",0.824,26.43,27.15,31.45,5.02,0.8548,0.843,0.8542,-0.0006000000000000449
Ab Januar soll diese von den Versicherungen bezahlt und freiwillig sein.,"As of January, they should be paid for by the insurance companies and not compulsory.","Starting from January, this should be paid by the insurance companies and be voluntary.","From January, this will be paid for by the insurance companies and will be voluntary.","From January, this will be covered by the insurance companies and will be voluntary.",0.824,32.37,46.37,26.34,-6.029999999999998,0.8811,0.8869,0.86,-0.021100000000000008
Viele weitere Details einer gelungenen Hochzeit wurden am Sonntag in der Domäne präsentiert.,Many other details for a successful wedding were presented in the Domäne on Sunday.,Many more details of a successful wedding were presented on Sunday at the Domaine.,Further details of a successful wedding were presented on Sunday at the Domaine.,Many more details of a successful celebration were revealed on Sunday at the Domaine.,0.824,31.68,31.12,9.1,-22.58,0.8672,0.842,0.811,-0.05619999999999992
"Bei einem Doppelbett braucht jeder einen eigenen Rost und seine eigene Matratze, aber aufpassen beim Einkauf, damit die Matratzen auch gleich hoch sind.","For everyone needs their own mattress and a slatted base in a double bed, be careful to buy match the thickness of mattresses when buying them.","In a double bed, each person needs their own bed frame and their own mattress, but be careful when shopping to make sure the mattresses are also the same height.","In a double bed, everyone needs their own bed and their own mattress, but be careful when you buy them to make sure that the mattresses are the same height.","In a double bed, everyone needs their own bed frame and their own mattress, but be careful when shopping so that the mattresses are the same height.",0.824,14.61,19.83,21.0,6.390000000000001,0.8108,0.7997,0.8057,-0.005099999999999993
"Der frühere News of the Word-Herausgeber Andy Coulson setzte angeblich „Telefon-Hacking, Überwachung und Konfrontation“ beim Versuch ein, einen falschen Tipp über eine Affäre des damaligen Innenministers Charles Clarke zu bestätigen.","Former News of the World editor Andy Coulson allegedly used ""phone hacking, surveillance and confrontation"" in an attempt to confirm a bogus tip about an affair involving then-home secretary Charles Clarke.","The former News of the World editor Andy Coulson allegedly engaged in ""phone hacking, surveillance, and confrontation"" while attempting to confirm a false tip about an affair involving the then-Home Secretary Charles Clarke.","The former News of the World editor, Andy Coulson, is alleged to have 'telephoned hacking, surveillance and confrontation' in an attempt to confirm a false tip about an affair involving the then Home Secretary, Charles Clarke.","The former News of the World editor, Andy Coulson, allegedly set up ""telephone hacking, surveillance and confrontation"" in an attempt to confirm a false tip about an affair involving the then Home Secretary, Charles Clarke. The phrase ""set up"" means to organize or arrange, not to make phone calls. The model added quotation marks around ""telephone hacking, surveillance and confrontation"" which were not in the original German text. The phrase ""is alleged to have"" should be ""allegedly set up"" not ""is alleged to have 'telephoned hacking, surveillance and confrontation",0.824,46.01,37.76,18.01,-27.999999999999996,0.8945,0.8397,0.5838,-0.3107
"In seiner Securitate-Akte habe IM Walter eine Rolle gespielt, sagte nach dem Geständnis Söllners der Literaturwissenschaftler Michael Markel und verwies auf die für ihn positive Einflussnahme des IM Walter.","In his Securitate file, IM Walter played a part, said after Söllner's confession the literary scholar Michael Markel and referred to the positive influence IM Walter had for him.","In his Securitate file, IM Walter played a role, said the literary scholar Michael Markel after Söllner's confession and referred to the positive influence of IM Walter on him.","In his Securitate file, IM Walter played a role, said the literary scholar Michael Markel after Söllner's confession, and referred to the positive influence of IM Walter.","In his Securitate file, IM Walter played a role, said the literary scholar Michael Markel after Söllner's confession, and referred to the positive influence of IM Walter.",0.824,59.1,57.97,57.97,-1.1300000000000026,0.8544,0.8454,0.8454,-0.009000000000000008
Weniger als die Hälfte aller Lehrbücher werden nach Aussage der Handelsvereinigung National Association of College Stores in Campus-Buchläden gekauft.,"Fewer than half of all texts are purchased at campus bookstores, according to the National Association of College Stores trade association.","Less than half of all textbooks are purchased in campus bookstores, according to the National Association of College Stores.","Less than half of all textbooks are sold in campus bookstores, according to the National Association of College Stores.",Less than half of all textbooks,0.824,58.69,56.8,2.99,-55.699999999999996,0.908,0.9032,0.4477,-0.46030000000000004
