source,reference,prediction,bleu,comet
"Von oben ist er nämlich gewöhnlich nicht geschützt, der mörderische Stahlsplitterregen von oben kann ihn also leicht außer Gefecht setzen.","These are usually not protected from the above, and if hit by the rain of deadly shards of steel, they may not fight any more.","From above, he is not usually protected, so the deadly shower of steel splinters from above can easily put him out of action.",5.08,0.7406
"Der mit progressiven TV-Serien bekanntgewordene Preisträger Lear kündigte deswegen bereits an, auf die Teilnahme an der Gala zu verzichten.","For this reason, the award-winner Lear, made famous by a series of TV shows, already announced that he would not be attending the gala.","The progressive TV series winner, Lear, announced that he would not be attending the gala.",33.37,0.7772
"Es ging nicht nur darum, eine einfache Plattform zu bauen, sondern den Stahl so anzulegen, dass er für die Funktion oben oder unten die richtige Höhe hatte.""","It wasn't just building a simple platform, but cranking the steels so that they were at the right height for the function above or below.""","It wasn't just about building a simple platform, but laying the steel so that it was the right height for the function above or below.""",60.02,0.8792
"So wurde die Zahl ""787"" und das Boeing-Logo in den Himmel gemalt.","The number ""787"" was painted in the sky, along with the Boeing logo.","The number ""787"" and the Boeing logo were painted in the sky.",44.07,0.9312
"Wie die Zeitung meldet, haben bis jetzt die Wiener Börse, die Nasdaq Transatlantic, die New York Stock Exchange, die Londoner Börse und die Deutsche Börse Angebote gelegt.","On the basis of the information provided by the Czech newspapers, offers have been received from the transatlantic exchange Nasdaq, the New York Stock Exchange, the London Stock Exchange and the Deutsche Börse.","According to the newspaper, the Vienna Stock Exchange, Nasdaq Transatlantic, the New York Stock Exchange, the London Stock Exchange and the Deutsche Börse have made offers.",41.39,0.8158
"Laut ihrem Anwalt fügte Liliane Bettencourt folgendes hinzu: ""könnten Sie bitte meiner Tochter erklären, dass ich fünfzehn Jahre lang, ein- bis zweimal täglich an Banier geschrieben habe.","In the letter dated from 2003, Liliane Bettencourt added, according to the lawyer: ""could you explain to my daughter that I wrote to Mr. Banier once or twice a day for fifteen years.""","According to her lawyer, Liliane Bettencourt added: ""Could you please explain to my daughter that I wrote to Banier for fifteen years, once or twice a day.",37.36,0.8479
Die 15 bis 25 Jahre alten Männer hatten am Hohenschönhausener-Grenzgraben einen Eisenbahnwaggon besprüht.,"The men, ranging in age from 15 to 25, had sprayed a railway carriage at Hohenschönhausener-Grenzgraben.",The 15 to 25-year-old men had sprayed a railway wagon in the Hohenschönhausen border ditch.,20.59,0.7674
"Sowohl mein Vater als auch mein älterer Bruder hatten jene Universität besucht, die ich einst für den größten Wissenstempel der Welt hielt, für ein modernes griechisches Symposion, das die großen Säulen der Zivilisation - freies Denken und Toleranz - förderte.","Both my father and my elder brother had been at what I imagined was the world's greatest seat of learning, a modern-day wine-blushed Greek symposium encouraging the dual pillars of civilisation, free thinking and tolerance.","Both my father and my elder brother had attended that university, which I once considered to be the greatest temple of knowledge in the world, a modern Greek symposium promoting the great pillars of civilisation - free thought and tolerance.",25.74,0.8411
"Ich meine, dass Fetisov einer dieser ist, die die Moral anderer Mitspieler anheben können, führte Mitspieler Nemcinov auf.","I think Fetisov is someone who can boost the morale of the other players, said Němčinov.","I think that Fetisov is one of those who can raise the morale of other players, said Nemchinov.",23.19,0.8681
"In der Anhörung am Freitag ging Fein mit Manning die Formulare durch, die Beamte nach ihren Treffen mit Manning während seiner Haft im Quantico-Militärgefängnis ausgefüllt hatten, wo er von Juli 2010 bis April 2011 unter verstärkten Haftbedingungen eingesessen hatte.","In Friday's hearing, Fein reviewed with Manning the forms that officers filled out after meeting with Manning during his detention at Quantico's brig, where he was held under a heightened confinement status from July 2010 to April 2011.","At Friday's hearing, Fein went through the forms Manning filled out with officials after his meetings with Manning at the Quantico military brig, where he was held from July 2010 to April 2011 under tightened conditions.",34.02,0.8171
"Die Amerikanerinnen Simone Biles, links, und Aly Raisman umarmen sich, nachdem sie jeweils Gold und Silber im Einzelmehrkampffinale der Frauen im Kunstturnen bei den Olympischen Sommerspielen 2016 in Rio de Janeiro, Brasilien, Donnerstag, gewonnen haben","United States' Simone Biles, left, and Aly Raisman embrace after winning gold and silver respectively for the artistic gymnastics women's individual all-around final at the 2016 Summer Olympics in Rio de Janeiro, Brazil, Thursday, Aug.","American gymnasts Simone Biles, left, and Aly Raisman embrace after winning gold and silver, respectively, in the women's individual all-around final at the 2016 Summer Olympics in Rio de Janeiro, Brazil, on Thursday.",70.87,0.8794
"Starke Frauen: Fußballstar Hope Solo, links, und Dexter Schauspielerin Jennifer Carpenter, rechts, haben eine ähnliche Gesichtsform und Augen","Tough women: Soccer star Hope Solo, left, and Dexter actress Jennifer Carpenter, right, have similar face shapes and eyes","Strong women: football star Hope Solo, left, and Dexter actress Jennifer Carpenter, right, have a similar facial structure and eyes",63.68,0.8717
"Obwohl mehrere Hamas-Führer getötet und die 1,7 Millionen Einwohner des Gazastreifens in einem der desolatesten und dicht bevölkertesten Ecken des Planeten eingepfercht werden, ist es Israel bis jetzt nicht gelungen, die Hamas zu vernichten.","Despite killing some of its leaders and bottling up Gaza's 1.7m people in one of the most wretched and crowded corners of the planet, Israel has failed to destroy Hamas.","Although several Hamas leaders have been killed and the 1.7 million inhabitants of the Gaza Strip have been confined to one of the most desolate and densely populated corners of the planet, Israel has not yet managed to destroy Hamas.",26.02,0.8056
"""Sie sind nur etwas verwirrt darüber, wo sie sind"", räumt Doktor Pelikán ein, wobei er den Patienten mitunter wenigstens dadurch die gute Laune verdirbt, indem er ihnen die Kosten aufzählt, die sie die Behandlung kosten wird.","""Only they are confused about where they are,"" said Pelikan, adding that he sometimes spoils the pleasant mood of the patients by at least a list of costs that their treatment required.","""They're just a little confused about where they are,"" concedes Dr. Pelikan, who sometimes ruins the patient's good mood by telling them how much the treatment will cost.",19.97,0.7972
"Dies ist der erste Schritt in der Entwicklung der Technologien für die sofortige Prävention der Kollisionen, eine Technologie, die Nissan in den nächsten zehn Jahren bei den Serienautos einzuführen prophezeit.","This is the first step toward developing new technologies for the prevention of collisions, a technology Nissan hopes will be introduced in cars as standard feature within ten years.","This is the first step in the development of technologies for the immediate prevention of collisions, a technology that Nissan promises to introduce in its series cars in the next ten years.",32.02,0.8821
"Für die Entwicklung ihres neuesten und sehr teuren Juwels verwendeten die Ingenieure den Boxster S als Grundlage und schafften es doch wirklich, ihn um 80 Kilo leichter zu machen, womit er jetzt nur noch 1.275 Kilo auf die Waage bringt.","To develop their latest and most precious gem, the Porsche engineers took the Boxster S as a base and succeeded in trimming it by no less than 80 kilos,making the total weight a mere 1,275 kilos.","For the development of its latest and most expensive jewel, the engineers used the Boxster S as a basis and really managed to make it 80 kg lighter, so that it now only weighs 1275 kg.",14.44,0.7921
"Der Hauptgrund für Paclík, ins Duell mit Miroslav Pelta und Jindřich Rajchl zu gehen, ist es also zu verhindern, dass der angebliche Favoriten der Wahl, Pelta, an die Spitze des FAČR gelangt.","Paclík's motivation to join the fight with Miroslav Pelta and Jindřich Rajchl is to try to prevent Pelta, reportedly the favourite of the elections, from entering the top of the FAČR.","The main reason for Paclík's duel with Miroslav Pelta and Jindřich Rajchl is to prevent the alleged favourite of the election, Pelta, from becoming the head of the FAČR.",36.01,0.8515
"Eine Transaktion würde die zwei größten Brauereien der Welt kombinieren und Marken wie Budweiser, Stella Artois, Peroni und Grolsch zusammenbringen.","A deal would combine the world's two largest brewers, bringing together brands such as Budweiser, Stella Artois, Peroni and Grolsch.","The deal would combine the two biggest brewers in the world and bring together brands such as Budweiser, Stella Artois, Peroni and Grolsch.",58.05,0.9345
"Orange County Behörden wollten eine fünfspurige Autobahn durch die Stadt legen, um den Kennedy Boulevard zu ersetzen, die langsame zweispurige Hauptstraße der Gemeinde.","Orange County officials wanted to put a five-lane highway through town to replace Kennedy Boulevard, the community's puttering two-lane main street.","Orange County officials wanted to build a five-lane highway through the city to replace the slow two-lane Kennedy Boulevard, the town's main thoroughfare.",36.76,0.9074
"Im Gegenteil, es handelt sich um eine neue Runde in dem schwierigen Prozess der Neudefinition des Euro.","On the contrary, it is another bolt tightening in the difficult process of redefinition of the Euro.","On the contrary, this is a new round in the difficult process of redefining the euro.",34.24,0.8695
Ob seiner idyllischen Lage und schöner Aussicht auf die Ortschaft ist die historische St. Hilarius-Anlage ein beliebter Ort zum Verweilen.,"Due to its idyllic setting and beautiful view over the village, the historical site of St. Hilarius is a beloved place to tarry a while.","Due to its idyllic location and beautiful view of the town, the historical St. Hilarius site is a popular place to linger.",22.03,0.8874
"Die Verletzung wurde durch einen rücksichtslosen Angriff von Héctor Moreno in der 15. Minute verursacht, nachdem der 20 Jahre alte Shaw in den PSV-Bereich eingebrochen war.",The injury was caused by a reckless tackle from Héctor Moreno in the 15th minute after the 20-year-old Shaw had burst into the PSV area.,"The injury was caused by a ruthless attack from Héctor Moreno in the 15th minute, after the 20-year-old Shaw had entered the PSV area.",65.81,0.8407
"""Aufgrund der Lage des Busses konnten die Personen den Bus nicht selbstständig verlassen"", sagte sie.","""As a result of the way the bus was positioned, people were not able to leave the bus on their own,"" she said.","""Due to the position of the bus, the people were unable to leave the bus independently,"" she said.",26.63,0.859
"In Mecklenburg-Vorpommern stürzte die SPD von 35,6 Prozent vor fünf Jahren auf 24 Prozent ab.","In Mecklenburg-Vorpommern, the SPD plummeted from 35.6 percent to 24 percent in five years.","In Mecklenburg-Vorpommern, the SPD went from 35.6 percent five years ago to 24 percent.",41.21,0.9039
"Auf der anderen Seite besteht nun eine Welle der Entrüstung über die existierenden Führungen, v. a. jene der Ökonomie, welche sich als unzureichend und voller Schattenzonen entpuppt haben.","On the other hand a wave of discredit for existent leadership, an economic sort, revealed to be so inadequate and full of grey areas.","On the other hand, there is a wave of indignation over the existing leadership, especially the economic one, which has proved to be inadequate and full of shadows.",21.37,0.835
"Die Leitung der Strafvollzugsanstalt und das Ministerium für Justiz erklärten, dass die Überstunden in 2009 stark angestiegen sind und nicht alle im Haushalt vorgesehen waren. Sie garantieren jedoch, dass die restlichen Forderungen im Januar gezahlt werden.","The penitentiary administration's Management and the Justice Ministry explain that overtime has increased considerably in 2009 and was not fully covered in the budget, but assures that the outstanding balances will be settled in January.","The director of the prison and the Ministry of Justice said that the overtime in 2009 has increased considerably and not all of it was budgeted, but they guarantee that the rest of the claims will be paid in January.",9.57,0.8262
"Die Kinzigbrücke zwischen Bollenbach und Steinach wird erneuert, auch die Stadionsanierung ist immer noch Thema.","The Kinzig bridge between Bollenbach and Steinach is being renovated, and refurbishment of the stadium is still a topic.","The Kinzig Bridge between Bollenbach and Steinach is being renovated, and the renovation of the stadium is still an issue.",56.33,0.8746
"Er freut sich, dass Interesse an dem Thema besteht, denn ""erst, wenn wir verstehen, was das Problem ist, können wir Lösungen finden"", sagt El-Mafaalani.","He is happy that people are interested in the topic, because “we can only find a solution once we understand what the problem is,” says El-Mafaalani.","He is pleased that there is interest in the subject, because ""until we understand what the problem is, we cannot find solutions,"" he says.",26.12,0.8543
"Joseph Witt war Stammkunde und sagte, dass er am Boden zerstört war, als das Café schloss.",Joseph Whitt was a regular and said he was heartbroken when they closed.,Joseph Witt was a regular and said he was devastated when the cafe closed.,46.56,0.9119
Bei meinen Veranstaltungen haben wir kostenloses und erschwingliches Turnen in Harlem für über 15.000 urbane Jugendliche (vor allem schwarze und hispanische) geboten und nationale und internationale Sieger trainiert.,"At my organizations, we have provided free and low-cost gymnastics, based in Harlem, for over 15,000 urban youth (primarily black and Hispanic) and have trained national and international champions.","At my events, we offered free and affordable gymnastics in Harlem to over 15,000 urban youth (mostly black and Hispanic) and trained national and international champions.",39.04,0.8487
"Menschen, die mit dem Rauchen aufhörten, könnten ihr Risiko aber innerhalb kurzer Zeit verringern, schreiben die Forscher im ""Journal of Dental Research"".","People who stop smoking could reduce their risk within a short time, the researchers write in the ""Journal of Dental Research"".","People who quit smoking, however, could reduce their risk within a short period of time, the researchers write in the ""Journal of Dental Research.""",59.82,0.8972
"""Ich glaube einfach nicht, dass weiße Leute damals 'n --- er' gesagt haben.""","""I just don't think white people back then said 'n---a.'""","""I just don't think white people said 'n----r' back then.""",51.8,0.8998
"Da Oberfranken für ihn keine freie Lehrerstelle hatte, bewarb er sich nach Oberbayern und kam am 1. November 1954 an die Schule in Kollbach.","Since Upper Franconia had no free teaching place for him, he applied to Upper Bavaria and received a post on 1 November 1954 at a school in Kollbach.","Since Upper Franconia did not have a free teaching position for him, he applied to Upper Bavaria and came to the school in Kollbach on 1 November 1954.",45.56,0.883
"Der Kontrollgruppe wurde der wahre Wert des Produktes mitgeteilt, danach haben sie ihre Einsätze gemacht.",The control group was simply informed about the real value of the certain product and they made their bids.,"The control group was told the true value of the product, and then they made their investments.",24.17,0.8328
"Der Verbandschef beklagte die gezielte Ansiedlung syrischer Araber in kurdischen, aber auch in alevitischen Städten.",The head of the Association complained about the deliberate relocating of Syrian Arabs in Kurdish and Alevi towns.,"The head of the association complained about the targeted settlement of Syrian Arabs in Kurdish cities, but also in Alevi cities.",32.14,0.8342
In der Straße kostet ein Quadratmeter eines Reetdachhauses im Schnitt 73.300 Euro.,"On this road one square metre of a thatched house costs an average of €73,300.","In the street, a square metre of a thatched cottage costs an average of 73,300 euros.",34.58,0.8496
Binnen 18 Jahren sind sie zum größte Hersteller automatischer Pressen in ganz Mitteleuropa aufgestiegen.,"After eighteen years, they became the largest manufacturer of automatic presses in Central Europe.",Within 18 years they have become the largest producer of automatic presses in all of Central Europe.,22.79,0.8945
"Lazarus - und ihre Freunde, die sich dafür einsetzten, ihre Worte nach ihrem Tod an der Basis zu platzieren - wussten sehr gut, dass sie eine hochpolitische Handlung vollzogen.",Lazarus - and her friends who campaigned to place her words at the base after her death - knew very well that they were engaging in a highly political act.,Lazarus - and her friends who lobbied to have her words placed at the base after her death - knew very well they were performing a high-stakes act.,50.53,0.8457
Wall Street wird durch den Anstieg des Dollars gebremst und schließt ohne Kurs ab.,"Wall Street closes without momentum, slowed by a strengthening dollar",Wall Street is slowed down by the rise of the dollar and closes without change.,7.96,0.8279
Die neue Thyssenkrupp Materials AG soll unter anderem den 50-Prozent-Anteil aus dem fusionierten Stahlgeschäft mit dem indischen Partner Tata enthalten.,The new Thyssenkrupp Materials AG is to hold a 50-percent share from the merged steel business with Indian partner Tata.,"The new Thyssenkrupp Materials AG, for example, will contain the 50 percent stake in the merged steel business with the Indian partner Tata.",37.43,0.8925
"Unter Führung der Bundesarbeitsagentur sollen 49 Frauen und Männer, die bereits als Ungelernte in der Branche arbeiten, über drei Winter hinweg zu Fachkräften für Hotels und Gaststätten qualifiziert werden.","Under the management of the Federal Employment Agency, 49 men and women who are already working within the industry as untrained workers, will be trained as qualified hotel and restaurant staff over the course of three winters.","Under the auspices of the Federal Employment Agency, 49 women and men, who are already working in the industry as unskilled workers, are to be qualified as specialists for hotels and restaurants over three winters.",30.76,0.8495
"Einer Ironie des Schicksals kommt es gleich, dass mit der Liste ""Freie Wähler"" jene Gabriele Pauli in die Legislatur hineinkommt, deren Anti-Stoiber Auftreten das Huber-Beckstein Duo zuerst ausgenützt hat, um dann die zielstrebige Politikerin gnadenlos abzuservieren.","Irony of fate is that Gabriele Pauli, whose intervention against Stoiber had been misused as a coup opportunity and later was handled roughly by the Huber-Beckstein duo, becomes member of the legislative assembly from the party list of Free Voters.","An irony of fate is that it is the ""Free Voters"" list that brings Gabriele Pauli into the legislature, whose anti-Stoiber appearances the Huber-Beckstein duo first exploited and then mercilessly ridiculed.",10.83,0.7518
Europas größter Softwarehersteller SAP investiert in den nächsten Jahren Milliarden in China und will die Zahl seiner Mitarbeiter in dem Land fast verdoppeln.,"Europe's largest software producer, SAP, plans to invest billions and almost double its workforce in China in the next few years.","Europe's largest software producer, SAP, is investing billions in China and wants to almost double the number of its employees there.",32.14,0.9066
"Jetzt können ihr wohl nur noch die Hacker von Hollywood Frieden verschaffen: Indem sie das Drehbuch, wie schon so viele zuvor, illegal ins Netz stellen.","Now only the hackers from Hollywood can give her any peace by illegally posting the script on the web, as has been the fate of so many other scripts.","Now only the hackers of Hollywood can bring them peace: by illegally posting the script, as so many have done before.",23.96,0.7984
"Gefiel ihr ein Bad, nahm sie es flugs in ihr Notizbuch auf - samt wissenswerten Details über die Bauweise und Geschichte des Gebäudes.",She rushed to add any pool she liked to her notebook - with essential details on the construction and the history of the building.,"If she liked a building, she would write it down in her notebook - including details of its construction and history.",9.45,0.7552
"Im Gespräch für Aktuálně.cz sagt dies der Vizepräsident des Höchsten Kontrollamtes (Nejvyšší kontrolní úřad, NKÚ), Miloslav Kala.","This was said by Miloslav Kala, vice-president of the Supreme Audit Office (NKU) in an interview for Aktualne.cz.","The vice-president of the Supreme Audit Office (Nejvyšší kontrolní úřad, NKÚ), Miloslav Kala, says this in an interview with Aktuálně.cz.",33.95,0.8481
"Das Quartiersbüro ist geöffnet Montag, Mittwoch und Freitag von 9 bis 14 Uhr, Dienstag und Donnerstag von 16 bis 18 Uhr und samstags von 10 Uhr bis 12 Uhr.","The accommodation office is open Monday, Wednesday and Friday from 9 a.m. to 2 p.m., Tuesday and Thursday from 4 p.m. to 6 p.m. and Saturdays from 10 a.m. to 12 p.m.","The district office is open on Mondays, Wednesdays and Fridays from 9 a.m. to 2 p.m., on Tuesdays and Thursdays from 4 p.m. to 6 p.m. and on Saturdays from 10 a.m. to 12 p.m.",68.32,0.8442
"Die Initiative wurde schon im letzten Monat im Juni angekündigt und schon jetzt ein Teil des Berichtes der Generalstaatsanwaltschaf ist. Nach ihren Angaben handelt es sich um ein Piloten-Projekt, welches ein Jahr lang dauern wird.","The measure was announced last June and has been already included in the Annual Report of the State Attorney General, according to which it will be a pilot project for a period of one year.","The initiative was announced last month in June and is already part of the General Prosecutor's report. According to them, it is a pilot project that will last a year.",9.8,0.8363
Zu diesem Zeitpunkt befand sich die Gruppe auf der Höhe der bft-Tankstelle.,At this point the group were level with the bft petrol station.,"At that time, the group was at the height of the bft petrol station.",27.23,0.723
"Man singt ja nicht allein - bei 50 singenden Menschen, wer hört da schon, wenn mal ein Ton daneben geht?","You're not singing by yourself - and in a group of 50 people singing, who'll hear if a note's out here or there?","You don't sing alone - with 50 singing people, who's going to hear if one note is off?",4.22,0.8107
"Die Staatsanwaltschaft hat am Freitag versucht, festzustellen, dass der Armeegefreite Bradley Manning - angeklagt für die größte Enthüllung vertraulicher Informationen der US-amerikanischen Geschichte - mehrere Gelegenheiten versäumte, sich über die von ihm angeblich erlittene Misshandlung in Militärhaft zu beschweren.",Prosecutors tried to establish Friday that Army private Bradley Manning -- charged in the largest leak of classified material in U.S. history -- missed multiple opportunities to complain about the mistreatment he's alleging he suffered in military custody.,"On Friday, prosecutors tried to establish that Army private Bradley Manning - accused of the biggest leak of classified information in U.S. history - missed several opportunities to complain about the alleged mistreatment he suffered in military custody.",44.16,0.901
"Ich glaube sicher, dass es nicht genügend Beweise gibt, um ein Todesurteil zu rechtfertigen.",I certainly believe there was not enough evidence to justify a death sentence.,I am sure there is not enough evidence to justify a death sentence.,62.63,0.9495
"Godefroid gehört zu einem Team von 45 Ehrenamtlichen - 43 Frauen und zwei Männer - das Betroffene und Angehörige in privaten Haushalten, Krankenhäusern, Pflegeheimen und im Hospiz Sankt Vincent begleitet.","Godefroid belongs to a team of 45 volunteers - 43 women and two men - who help those people affected and their relatives in private households, hospitals, care homes and in the Sankt Vincent Hospice.","Godefroid is part of a team of 45 volunteers - 43 women and two men - who accompany victims and their families in private homes, hospitals, nursing homes and the St Vincent hospice.",41.63,0.8591
"Der Unfall, bei dem letzte Woche eine zweiundzwanzigjährige Stewardess ums Leben kam, wurde wahrscheinlich vom Fahrer des LKWs verursacht, der dem Bus den Weg kreuzte.","The accident, during which a twenty-two-year-old stewardess died last week, was evidently caused by the driver of the truck that crossed into the path of the bus.",The accident in which a 22-year-old stewardess died last week was probably caused by the truck driver who crossed the bus's path.,15.9,0.8691
"Das wird entscheidend dafür sein, wie der Finanzsektor und die Regierung die Verluste untereinander aufteilen"", sagte Marek diese Woche dem Server iHNed.cz.","This will determine how the financial sector and the cabinet will divide the losses amongst themselves,"" Marek told the server iHNed.cz this week.","This will be decisive for how the financial sector and the government will share the losses among themselves,"" said Marek this week to server iHNed.cz.",33.22,0.8803
Nach einer wahrlich außergewöhnlichen Darstellung von absoluter Dominanz in Peking und London wurden die Erwartungen für Rio heruntergefahren.,"After truly exceptional showings of utter dominance at Beijing and London, expectations have been played down in the lead-up to Rio.","After a truly extraordinary display of absolute dominance in Beijing and London, expectations have been lowered for Rio.",31.01,0.8874
"Nava Vázquez war überzeugt davon, dass Acción Nacional gestärkt aus der internen Abstimmung am kommenden 4. und 5. Dezember, bei der sein Nachfolger gewählt wird, hervorginge.","Nava Vázquez was convinced that the National Action will get fortified in the internal election of 4th and 5th of December, where will be chosen his successor.""","Nava Vazquez is convinced that Action National will emerge strengthened from the internal vote on December 4th and 5th, when his successor will be elected.",9.52,0.8403
"Adrian Coles, der Generaldirektor der Vereinigung der Wohnungsbaugesellschaften, teilte der BBC mit, dass er glaube, dass dies unfair sei.","Adrian Coles, director general of the building societies' trade association, told the BBC he believes that is unfair.","Adrian Coles, chief executive of the Building Societies Association, told the BBC he believed it was unfair.",27.12,0.9132
"Wir lieben die mexikanische Band Los Tigres del Norte, aber auch Bruce Springsteen.","We love listening to the Mexican band, Los Tigres del Norte, but also to Bruce Springsteen.","We love Mexican band Los Tigres del Norte, but also Bruce Springsteen.",42.79,0.8762
"Zwei Polizisten forderten die Fahrer des Wagens zum Anhalten auf, woraufhin diese die Flucht ergriffen.","The officials order the two occupants of a van to stop but they, instead, give to flee.","Two policemen ordered the driver to stop, but he fled.",4.58,0.7934
"Sie erklärte Bedeutung und Herkunft der Redewendungen, die sie ""Brücken in die Vergangenheit"" nannte.","She explained the meaning and origin of the expressions, which she referred to as ""bridges to the past"".","She explained the meanings and origins of the expressions she called ""bridges to the past.""",28.63,0.9065
"Dennoch hoffe ich, dass wir endlich auch mal wieder gewinnen.","That said, I do hope that we finally start winning again.","Nevertheless, I hope that we will finally win again.",17.68,0.8929
"Er stand bestimmten Mandanten zu nahe, insbesondere Scarborough, und er ließ es zu, dass seine Unabhängigkeit kompromittiert wurde.","He got too close to certain clients, in particular Scarborough, and he allowed his independence to be compromised.","He got too close to certain clients, especially Scarborough, and allowed his independence to be compromised.",67.35,0.9432
"`Ich wollte sie in Erinnerung zurückrufen, denn ich denke, sie ist eine von den Frauen, die einen enormen Einfluss auf eine bestimmte Epoche haben und deren Werke heute keiner mehr und sie deswegen noch weniger zu schätzen weiß', behauptet Bayón.","""I wanted to remember her, because I think she was one of that women who had an enormous influence in a specific historical period. Nowadays nobody remembers of her and even considers her work as something of value"" supports Bayon.","""I wanted to remember her, because I think she is one of the women who have had a great influence on a certain period and whose works are not known today, and therefore are not valued,"" says Bayón.",27.02,0.8478
"Mercedes, BMW und Audi sind mit Preisen von im Schnitt 33.000 bis 38.000 Euro pro Auto und rund 3.000 Euro Gewinn vor Zinsen und Steuern EBIT gut im Rennen.","Mercedes, BMW and Audi are approaching with prices ranging from 33,000 to 38,000 euros per car and about 3,000 euros Earnings Before Interest and Tax.","Mercedes, BMW and Audi are doing well in the race, with average prices of between 33,000 and 38,000 euros per car and around 3,000 euros in EBIT before interest and taxes.",27.43,0.8248
"Dass in der Münsterblickstraße jetzt ""ein ganz besonderes Haus"" seiner Bestimmung übergeben wird - da waren sich beim Einweihungstermin alle Anwesenden einig.","All those attending the ceremony agreed that ""a very special house"" is now opening its doors for its intended purpose.","That ""a very special house"" is to be handed over to its purpose in Münsterblickstraße - everyone was in agreement on this at the inauguration date.",21.94,0.7022
"Die Böden wurden herausgerissen, Decken zum Teil abgebaut, alte Badewannen aus den Zimmern entfernt.","The floors have been ripped out, ceilings partly dismantled, old bath tubs taken out of the rooms.","The floors were ripped up, some ceilings were removed, old bathtubs were taken out of the rooms.",31.13,0.9125
Der Käfer bewegt sich schnell auf 12 vibrierenden Silikonbeinen in jede beliebige Richtung.,"The faux bug moves quickly on 12 vibrating silicon legs, in random directions.",The beetle moves quickly on 12 vibrating silicon legs in any direction.,44.09,0.7971
"Die britische Regierung, die in Gesprächen mit Transport Scotland steht, hat HS2 Ltd beauftragt, nach weiteren Streckenkapazitäten und Reisezeitverbesserungen für Nordengland und Schottland zu suchen.","The UK government, which has been holding talks with Transport Scotland, has instructed HS2 Ltd to look at further rail capacity and journey time improvements for northern England and Scotland.","The UK Government, which is in talks with Transport Scotland, has asked HS2 Ltd to look at further capacity and journey time improvements for north and Scotland.",48.78,0.8805
"Er war so groß wie ein Koffer, hatte einen kleinen Bildschirm mit Braunscher Röhre und ich verliebte mich in ihn.","It was as big as a suitcase, had a small cathode ray tube display, and I fell in love with it.","It was the size of a suitcase, had a small screen with a cathode ray tube and I fell in love with it.",53.61,0.8542
Circa 10 Personen im Epizentrum des Lagers banden sich an ihren Armen zusammen.,About 10 people in the epicenter of the encampment locked themselves together by their arms.,Around 10 people in the centre of the camp tied their arms together.,22.02,0.8287
"Ohnehin sind die Autofahrer in Deutschland noch nicht bereit, sich komplett auf ein selbstfahrendes Fahrzeug zu verlassen.",Anyway drivers in Germany are not yet ready to rely on a completely self driven car.,"In any case, drivers in Germany are not yet ready to completely rely on a self-driving vehicle.",45.81,0.9131
"Bei Systemen wie GMail ermittelt der Roboter auch die Informationen, die Google zum Platzieren von Kontext-Werbung benötigt.","In the case of systems such as Gmail, the robots also identify the information that Google requires for displaying context-based advertising.","In systems like Gmail, the robot also collects information that Google needs to place contextual advertising.",12.53,0.8618
"Der erste Schultag des neuen Schuljahres wird traditionell gefeiert, wobei die Kinder bestickte Hemden tragen, Ballons in den Händen halten und ihren Lehrern Blumen schenken.","The first day back at school is traditionally celebrated by children wearing embroidered shirts, carrying balloons and giving flowers to their teachers.","The first day of the new school year is traditionally celebrated, with children wearing embroidered shirts, holding balloons and giving flowers to their teachers.",48.39,0.9173
"Den Nachahmern reichen schon ein paar zusätzliche Buchstaben, damit sie ihre Marken anmelden dürfen.",All the copycats require are a few additional letters in order that they can register their brands.,Copycats only need a few extra letters to register their trademarks.,6.43,0.8717
"Am Abend habe sich ein weiterer Erdrutsch in Saint-Lin-Laurentides, in der Verwaltungsregion Lanaudiere, ereignet.",In the evening another land slide occurred at Saint-Lin-Laurentides in Lenaudière.,"Another landslide occurred in Saint-Lin-Laurentides, in the administrative region of Lanaudiere, in the evening.",6.02,0.8221
Für Ankara liegen die Vorteile eines Waffenstillstands klar auf der Hand.,For Ankara the benefits of calling a truce are clear.,"For Ankara, the advantages of a ceasefire are obvious.",10.25,0.9029
"Der Ergänzungshaushalt von 2010, diesen Vormittag durchgesehen von der Finanzkommission der Nationalversammlung, enthält die vorgesehenen Maßnahmen, um den ersten Teil dieser Gelder aufzubringen.","The 2010 law concerning rectification financing examined by the parliamentary finance commission this morning, contains the devices needed for finding the initial sum.","The supplementary budget for 2010, examined this morning by the Finance Committee of the National Assembly, contains the provisions for implementing the first part of these funds.",7.93,0.7965
"Carolina machte Spiel noch zum Drama - durch die Treffer von Tuoma Ruutua und wieder einmal Dwyer, der sich aus einem Strafschuss durchsetzte, kam es auf ein Tor heran.","Carolina made the match more dramatic with Tuomo Ruutu and Dwyer's goal from a penalty shot, making it a single goal difference.","Carolina made the game a drama - through the goals of Tuoma Ruutua and again Dwyer, who scored from the penalty spot, the score was 1-1.",5.88,0.7688
"Besuchen Sie die Website von ASCOVIME und erfahren Sie, wie Sie helfen können.",Check out the ASCOVIME website and see how to help.,Visit the ASCOVIME website and find out how you can help.,27.09,0.9397
