source,reference,base_prediction,sc_initial,sc_corrected,sc_final,base_bleu,sc_initial_bleu,sc_final_bleu,bleu_diff,base_comet,sc_initial_comet,sc_final_comet,comet_diff
"In diesem Aufzug habe ich mich also vor das Pult gestellt und versucht, alles richtig auszusprechen: 'Sayonara Wo she Sylvana...' - ich heiße Sylvana, komme aus Deutschland und habe in einer Woche Geburtstag.","In this attire, I stood before the desk and tried to pronounce everything correctly: 'Sayonara Wo she Sylvana...' - my name is Sylvana, I'm from Germany and my birthday is a week from now.","I stood in front of the podium and tried to pronounce everything correctly: 'Sayonara Wo she Sylvana...' - I'm Sylvana, I'm from Germany and have a birthday in a week.","I stood at the microphone and tried to get it right: 'Sayonara, who's Sylvana... I'm Sylvana, I'm from Germany and I'm having a birthday in a week'.","In this show, I stood at the stage and tried to say everything correctly: ""Sayonara, who's Sylvana... I'm Sylvana, I'm from Germany and I'm having a birthday in a week.""",0.838,50.97,22.56,27.34,-23.63,0.8386,0.7678,0.7795,-0.05910000000000004
"Bundesbank und die Bundesanstalt für Finanzdienstleistungsaufsicht (BaFin) gehen davon aus, dass die Marktfähigkeit der Hypo Real Estate Gruppe nunmehr gesichert sei.",The Deutsche Bundesbank and the Federal Institute for Financial Services Supervision (BaFin) are now considering the Hypo Real Estate Group's marketability to be secured.,The Bundesbank and the Bundesanstalt für Finanzdienstleistungsaufsicht (BaFin) believe that the market capability of the Hypo Real Estate Gruppe is now secured.,The Bundesbank and the Bundesanstalt für Finanzdienstleistungsaufsicht (BaFin) are of the view that the market viability of the Hypo Real Estate Group is now assured.,The Bundesbank and the Bundesanstalt für Finanzdienstleistungsaufsicht (BaFin) are of the view that the market viability of the Hypo Real Estate Group is now assured.,0.838,18.09,21.85,21.85,3.7600000000000016,0.827,0.8184,0.8184,-0.008599999999999941
"Viele Migranten bestätigen, dass es nicht einfach ist, in Russland einen offiziellen Status zu erhalten.",Many of the foreigners assert that receiving official status in our country is not that easy.,Many migrants confirm that it is not easy to obtain an official status in Russia.,Many migrants confirm that it is not easy to obtain an official status in Russia.,Many migrants confirm that it is not easy to obtain an official status in Russia.,0.838,12.46,12.46,12.46,0.0,0.8856,0.8856,0.8856,0.0
"Doch in den Augen von Bewohnerinnen wie Neugebauer wird die Straße ihnen weiterhin weggenommen: Durch gesichtslose Neubauten in ehemaligen Baulücken, die die alten Bewohner verdrängen.","But in the eyes of residents like Neugebauer, the street is still being taken away: by impersonal new developments in old empty sites, which drive out old residents.","However, in the eyes of residents like newcomers, the street is still taken away from them: Through faceless new buildings in former construction gaps, which displace the old residents.","However, in the eyes of residents and newcomers alike, the street is still being taken away from them: through faceless developments in former building gaps, which displace the old residents.","However, in the eyes of residents and newcomers, the street is still being taken away from them: through faceless developments in former building gaps, which are displacing the old residents.",0.838,31.47,36.4,36.4,4.93,0.7106,0.7515,0.7378,0.027200000000000002
"Dazu gehört ein ""einzigartig geformter Gefechtskopf, der herausragende Nachwirkungs-Effekte im Innern des Ziels liefert.""","This includes a ""unique shaped-charge warhead that delivers outstanding behind-armour-effects inside the target.""","It includes a ""unique shaped combat head, which delivers outstanding after-effects in the target's interior.""",This includes a 'unique-shaped head that delivers outstanding after-effects in the target'.,"This includes a ""unique-shaped fighting head, which delivers outstanding effects in the target's interior.""",0.838,17.64,16.5,18.71,1.0700000000000003,0.7556,0.6725,0.773,0.01739999999999997
"Bei der Entdeckung des Tunnels seien achteinhalb Tonnen Marihuana und 148 Kilogramm Kokain sichergestellt worden, so die Aufzeichnungen des Gerichts.","Authorities seized eight-and-a-half tons of marijuana and 327 pounds of cocaine in connection with the tunnel's discovery, according to court records.","According to court records, eight and a half tons of marijuana and 148 kilograms of cocaine were secured during the discovery of the tunnel.","According to court records, eight and a half tonnes of marijuana and 148 kilograms of cocaine were seized when the tunnel was discovered.","According to court records, eight and a half tonnes of marijuana and 148 kilograms of cocaine were found when the tunnel was discovered.",0.838,15.98,11.86,11.6,-4.380000000000001,0.874,0.8658,0.8502,-0.023800000000000043
"Was in den folgenden drei Jahren mit Ferrell und Ferguson passierte, ist das Thema eines neuen Dokumentarfilms, ""Whose Streets?"", in den Kinos ab dem 11.","What happened, to Ferrell and to Ferguson in the following almost three years is the subject of a new documentary, ""Whose Streets?,"" in theaters Aug. 11.","What happened with Ferrell and Ferguson in the following three years is the subject of a new documentary film, ""Whose Streets?"", which will be in theaters starting from the 11th.","What happened to Ferrell and Ferguson over the next three years is the subject of a new documentary, 'Whose Streets?', in cinemas from 11 March.","What happened in the following three years with Ferrell and Ferguson is the subject of a new documentary, ""Whose Streets?"", in cinemas from the 11th.",0.838,43.9,36.0,43.87,-0.030000000000001137,0.8834,0.8871,0.8567,-0.026699999999999946
"""Mir wurde klar, dass es am Kaffee und an der Kultur im Verb lag, die mir gefiel,"" sagte sie.","""I realized it was the coffee and the culture at Verb that I liked,"" she said.","""I realized that it was about the coffee and the culture that I liked,"" she said.","I could see that it was about the coffee and the culture that I liked, she said.","""It was clear to me that it was about coffee and culture that I liked,"" she said.",0.838,62.41,39.16,40.28,-22.129999999999995,0.8815,0.8291,0.8218,-0.059699999999999975
"Dieses Mal passte Haller auf seinen Sturmpartner Rebic, der sich gekonnt durchtankte und 96-Torwart Michael Esser keine Chance ließ.","This time, Haller passed to his fellow striker Rebic, who skillfully dribbled through the lines leaving 96 goalkeeper Michael Esser no chance.","This time, Haller fit perfectly on his partner Rebic, who skillfully dived and gave 96-goalkeeper Michael Esser no chance.","This time, Haller fitted in with his strike partner Rebic, who was clever and kept 96-year-old Michael Esser out.","This time, Haller fitted in with his striker Rebic, who drank his fill and gave 96-goalkeeper Michael Esser no chance.",0.838,39.1,16.36,39.02,-0.0799999999999983,0.7011,0.6534,0.6069,-0.09419999999999995
"Ich glaube, dass die tatsächlichen Meinungsverschiedenheiten gar nicht so groß sind, wie sie immer erscheinen.",It is my belief that the actual differences in opinion are not so vast as they always appear.,I believe that the actual differences in opinions are not as big as they always appear.,I believe that the real differences of opinion are not as great as they appear.,I believe that the real differences of opinion are not as great as they appear.,0.838,41.03,12.82,12.82,-28.21,0.9148,0.9043,0.9043,-0.010499999999999954
"Solange also die Einwanderung im Rampenlicht verbleibt, wird es Donald Trump anscheinend auch tun.","So as long as immigration remains in the spotlight, it seems Donald Trump will remain too.","As long as immigration remains in the spotlight, it seems like Donald Trump will do it too.","As long as immigration remains in the spotlight, it seems that Donald Trump will do it too.","As long as immigration remains in the spotlight, Donald Trump seems to be doing it too.",0.838,59.09,59.09,47.63,-11.46,0.8915,0.8973,0.8619,-0.02959999999999996
"Zur Wahrheit gehört jedoch auch, dass Lebensmittelbetrug und kriminelle Energie nie zu 100 Prozent ausgeschlossen werden können.","However, we must also remember that food fraud and criminal activity can never be 100% eliminated.","However, it is also true that food fraud and criminal energy cannot be completely ruled out.","However, it is also true that food fraud and criminal energy cannot be completely ruled out.","However, it is also true that food fraud and criminal energy cannot be completely ruled out.",0.838,23.91,23.91,23.91,0.0,0.852,0.852,0.852,0.0
"Die Keck-Teleskope sind Teil des Mauna-Kea-Observatoriums, das neben ihnen noch mit dem Subaru-Teleskop und dem IRTTF in den Himmel blickt.","The Keck Telescopes are part of the Mauna Kea Observatory, which alongside the Keck telescopes, can look to the heavens with the help of the Subaru telescope and the IRTTF.","The Keck telescopes are part of the Mauna Kea Observatory, which, in addition to them, also looks into space with the Subaru telescope and the IRTTF.","The Keck Telescopes are part of the Mauna Kea Observatory, which also houses the Subaru Telescope and the IRTF.","The Keck Telescopes are part of the Mauna-Kea-Observatorium, which also looks into the heavens with the Subaru Telescope and the IRTTF.",0.838,46.25,34.45,32.57,-13.68,0.8224,0.7859,0.8077,-0.014700000000000046
Dort lernte er die junge Designerin Maj Axelsson kennen und heiratete sie.,"While there, he met the young Swedish designer Maj Axelsson and married her.",There he met the young designer Maj Axelsson and married her.,There he met the young designer Maj Axelsson and married her.,"There, he met the young designer Maj Axelsson and married her.",0.838,57.23,57.23,65.26,8.030000000000008,0.934,0.934,0.9334,-0.0006000000000000449
"Es gibt mehrere Formen von Schlafstörungen, und es können ihnen vielfältige Ursachen zugrunde liegen, betont Hans-Günter Weeß, Vorstandsmitglied der Deutschen Gesellschaft für Schlafforschung und Schlafmedizin.","There are various forms of sleep disorders, and they can have many causes, emphasises Hans-Günter Weeß, President of the German Association for Sleep Research and Sleep Medicine.","There are various forms of sleep disorders, and they can have various causes, emphasizes Hans-Günter Weeß, a member of the board of the German Society for Sleep Research and Sleep Medicine.","There are several forms of sleep disorders and they can have various causes, according to Hans-Günter Weeß, a member of the German Sleep Research and Sleep Medicine Society.","There are several forms of sleep disorders and they can have various causes, according to Hans-Günter Weeß, a member of the German Sleep Research and Sleep Medicine Society.",0.838,56.85,37.16,37.16,-19.690000000000005,0.898,0.8988,0.8988,0.0008000000000000229
"In seinem neuen Buch ""Nach dem Eis"" (Originaltitel ""After the Ice"") bietet Alun Anderson, ein ehemaliger Herausgeber des Wissenschaftsmagazins ""New Scientist"", eine klare und beunruhigende Beschreibung der Wissenschaft der Arktis und einen packenden Einblick, wie die Zukunft sich entwickeln könnte.","In his new book, ""After the Ice"", Alun Anderson, a former editor of New Scientist, offers a clear and chilling account of the science of the Arctic and a gripping glimpse of how the future may turn out there.","In his new book ""After the Ice"" (original title ""After the Ice""), Alun Anderson, a former editor of the science magazine ""New Scientist"", provides a clear and alarming description of Arctic science and a gripping insight into how the future might unfold.","In his new book 'Nach dem Eis' (original title 'After the Ice') Alun Anderson, a former editor of the science magazine 'New Scientist', gives a clear and alarming account of Arctic science and a gripping insight into how the future might unfold.","In his new book ""Nach dem Eis"" (Original title ""After the Ice"") Alun Anderson, a former editor-in-chief of the science magazine ""New Scientist"", offers a clear and disquieting account of the science of the Arctic and a gripping insight into how the future might unfold.",0.838,33.95,28.37,42.3,8.349999999999994,0.8388,0.8446,0.838,-0.0008000000000000229
"Antonis Samaras, Chef des rechten Flügels, hatte am Montag seine Zustimmung zu den bereits genehmigten Maβnahmen hinsichtlich eines dem Entkommen aus der Schuldenkrise dienenden Versuchs gegeben, jedoch vorausgeschickt, dass seine Partei sich nicht zu einer zusätzlichen Sparmaβnahme bereit erkären würde.","On Monday, Antonis Samaras, the leader of the Right, gave his support to already approved measures to try and emerge from the debt crisis, but warned that his party would not support additional austerity.","Antonis Samaras, leader of the right wing, gave his approval on Monday for already approved measures aimed at escaping the debt crisis, but he sent ahead that his party would not agree to any additional austerity measures.","Antonis Samaras, leader of the right-wing, gave his approval on Monday to the already approved measures aimed at escaping the debt crisis, provided that his party does not agree to any additional austerity measures.","Antonis Samaras, head of the right wing, gave on Monday his approval to the already approved measures aimed at escaping the debt crisis. However, he added that his party would not agree to any additional austerity measures.",0.838,29.48,19.15,19.9,-9.580000000000002,0.8547,0.8689,0.8779,0.0232
"Die Teilnehmer hoben ihre Hände in die Luft und sangen, ""Hände hoch, nicht schießen,"" während sie vor der Beerdigung warteten.","Attendees hold their hands up while chanting, ""Hands up, don't shoot,"" as they wait in line before the funeral.","The participants raised their hands to the sky and sang, ""Hands high, don't shoot,"" while they waited for the funeral.","The participants raised their hands to the sky and sang, 'Hands up, don't shoot', while they were waiting for the funeral to begin.","The participants raised their hands to heaven and sang, ""Hands high, no shooting"" while they were waiting for the funeral to begin.",0.838,24.77,8.69,8.69,-16.08,0.8511,0.8683,0.8397,-0.011399999999999966
"Die Krise, die damals noch weniger die Bürger, sondern vor allem Unternehmen schüttelte, erreichte gerade ihren Höhepunkt - viele Firmen waren gezwungen, ihre Investitionsprojekte einzustellen und den Einkauf neuer Einrichtungen und Technologien einzuschränken.","Crisis was at its very peak, not touching so many people yet, but companies had stopped their investment projects and began to restrict purchases of new machinery and technology.","The crisis, which at that time mainly affected companies rather than citizens, reached its peak - many companies were forced to halt their investment projects and curb their purchases of new equipment and technology.","The crisis, which at the time was more of a concern to companies than to citizens, reached its peak - many companies were forced to postpone their investment projects and cut back on the purchase of new equipment and technology.","The crisis, which at the time shook more the companies than the citizens, reached its peak - many companies were forced to postpone their investment projects and cut back on the purchase of new equipment and technology.",0.838,13.35,10.23,10.87,-2.4800000000000004,0.8773,0.864,0.8568,-0.020499999999999963
"Wenn jemand deine Sachen stiehlt, ist das ärgerlich, und Sie haben mein Mitgefühl - aber versuchen Sie, damit ausgewogener umzugehen als meine Mitbewohnerin, die ihrer Milch ein Spülmittel hinzufügte, um Diebe zu bestrafen.","If someone steals your stuff, it's annoying and you have my sympathies - but try to deal with it more maturely than my hallmate, who tainted her milk with washing-up liquid to punish those who stole it.","If someone steals your things, that's annoying, and you have my sympathy - but try to handle it more evenly than my neighbor, who added detergent to her milk to punish thieves.","If someone steals your things, it is annoying, and you have my sympathy - but try to be more even-handed about it than my flatmate, who added detergent to her milk to punish thieves.","If someone steals your things, it is annoying, and I share your feelings - but try to deal with it in a more balanced way than my flatmate, who added washing-up liquid to her milk to punish thieves.",0.838,23.12,22.97,27.87,4.75,0.8486,0.8512,0.8603,0.011699999999999933
"Helikopter-Einheiten flogen zusätzlich 11 Stunden an diesem Tag für ""Nicht-Präsidentschafts-Unterstützungsmissionen"".","Unit helicopters also flew an additional 11 hours that day for ""non-presidential support missions.""","Helicopter units flew an additional 11 hours on this day for ""Non-Presidential Support Missions"".",Helicopter units flew an additional 11 hours today for 'non-presidential support missions'.,"Helicopter units flew an additional 11 hours today for ""non-presidential support missions"".",0.838,30.28,23.91,45.07,14.79,0.8981,0.9136,0.9154,0.017299999999999982
"Gerade in dieser schweren Phase hat er gezeigt, dass er für uns ein sehr wichtiger Spieler ist"", konstatierte Barisic.","Especially during these difficult times, he showed that he is a very important player for us"", Barisic stated.","""Just in this difficult phase, he has shown that he is a very important player for us,"" said Barisic.","Even in this difficult period, he has shown that he is a very important player for us,"" said Barisic.","Even in this difficult period, he has proven that he is an extremely important player for us,"" said Barisic.",0.838,39.24,41.07,18.56,-20.680000000000003,0.8983,0.9138,0.9125,0.01419999999999999
"In der Folge entwickelte sich eine weitere Kooperation, und der Gynäkologe Henne führte vor Ort auf mehreren Reisen zahlreiche Operationen durch.","As a result, an important collaboration was developed and the gynaecologist, Hanne, has performed countless operations on several journeys to the location.","As a result, a further cooperation developed, and the gynecologist Henne performed numerous operations on-site during several visits.","As a result, a further cooperation developed, and the gynaecologist Henne carried out numerous operations on site on several occasions.","As a result, another cooperation developed, and the gynaecologist Henne carried out numerous operations on site on several occasions.",0.838,12.67,16.62,16.56,3.889999999999999,0.8513,0.8549,0.8494,-0.0018999999999999018
Nach Informationen von SPIEGEL ONLINE prüft eine Internationale Arbeitsgruppe derzeit die Vorwürfe aus dem Foodwatch-Report.,"According to SPIEGEL ONLINE, an international working group is currently investigating the accusations contained in the Foodwatch report.","An international working group is currently investigating the allegations in the Foodwatch report, according to information from SPIEGEL ONLINE.","According to information from SPIEGEL ONLINE, an international working group is currently examining the allegations made in the Foodwatch report.","According to information from SPIEGEL ONLINE, an international working group is currently examining the allegations made in the Foodwatch report.",0.838,44.44,56.33,56.33,11.89,0.9047,0.9036,0.9036,-0.0010999999999999899
"Es ist auch kein Horden durch Hobbysammlern - es hat eine emotionale Bedeutung: ältere Plattenkäufer behalten ihre Gefühle eher für sich (56 % vs. 53 %) und genießen es, alleine Zeit zu verbringen (69 % vs. 66 %).","It is not just an act of hoarding by hobbyists, either - it has emotional significance: older vinyl buyers are slightly more likely to keep their feelings to themselves (56% versus 53%) and enjoy being alone (69% versus 66%).",There is also no herd mentality among hobby collectors - it has an emotional significance: older record buyers tend to keep their feelings to themselves (56% vs. 53%) and enjoy spending time alone (69% vs. 66%).,There is also no herd mentality among hobby collectors - it has an emotional significance: older record buyers tend to keep their feelings to themselves (56 % vs. 53 %) and enjoy spending time alone (69 % vs. 66 %).,There is no herd mentality among hobby collectors - it has an emotional significance: older record buyers tend to keep their feelings to themselves (56 % vs. 53 %) and enjoy spending time alone (69 % vs. 66 %).,0.838,39.74,39.74,39.73,-0.010000000000005116,0.8549,0.844,0.8423,-0.012599999999999945
"Seit die internationalen Sanktionen gegen den Iran aufgehoben wurden, wuchs das Interesse auf Seiten russischer Unternehmen an Geschäften im Land stark an, teilte der Botschafter mit.","Since international sanctions against Iran were lifted, there has been a surge in interest from Russian firms in doing business in the country, the ambassador said.","Since the international sanctions against Iran were lifted, the interest of Russian companies in doing business in the country has greatly increased, the ambassador said.","Since the international sanctions against Iran were lifted, the interest of Russian companies in doing business in the country has greatly increased, the ambassador said.","Since the international sanctions against Iran were lifted, Russian companies' interest in doing business in Iran has grown significantly, the ambassador said.",0.838,50.07,50.07,42.68,-7.390000000000001,0.9172,0.9172,0.9148,-0.0024000000000000687
"Der Heli wurde von einer Windböe erfasst, krachte auf den Boden und kam seitlich zum Erliegen.","The helicopter was caught by a gust of wind, crash to the ground and came to land on its side.","The helicopter was caught by a gust of wind, crashed onto the ground and came to a stop sideways.","The helicopter was caught in a gust of wind, crashed onto the ground and came to a stop sideways.","The helicopter was caught in a gust of wind, struck the ground and came to rest on its side.",0.838,58.67,44.15,54.31,-4.359999999999999,0.8842,0.878,0.8954,0.011199999999999988
Das ist etwa ein Zehntel weniger als im Jahr zuvor.,This is around one tenth fewer than the previous year.,This is about ten percent less than the previous year.,This is about 10% less than last year.,This is about 10% less than the previous year.,0.838,40.35,11.36,40.35,0.0,0.906,0.8855,0.905,-0.0010000000000000009
"Oder 'The Smuggler', in dem der Schmuggler Arthur Darrell aus dem 18. Jahrhundert dargestellt wird, der seine eigene Beerdigung inszenierte, indem er einen Sarg mit Steinen füllte (eine Entdeckung, die erst Jahre später gemacht wurde, als sein Sarg ausgegraben wurde).","Or The Smuggler, which features 18th-century contrabander Arthur Darrell, who is thought to have staged his own funeral by filling a coffin with rocks (a discovery made years later when his coffin was unearthed).","Or 'The Smuggler', in which the 18th-century smuggler Arthur Darrell is portrayed, who staged his own funeral by filling a coffin with stones (a discovery that was only made years later when his grave was excavated).","Or 'The Smuggler', in which the 18th-century smuggler Arthur Darrell is portrayed, who staged his own funeral by filling a coffin with stones (a discovery that was only made years later when his grave was excavated).","Or 'The Smuggler', in which the 18th-century smuggler Arthur Darrell is depicted, who staged his own funeral by filling a sarcophagus with stones (a discovery made years later when his sarcophagus was excavated).",0.838,36.55,36.55,38.74,2.190000000000005,0.873,0.873,0.8559,-0.017100000000000004
"Denn Singen ist gleich aus mehreren Perspektiven ein tolles Hobby für Senioren, sagt Erhard Hackler von der Deutschen Seniorenliga.","Singing is a great hobby for the elderly for a host of reasons, says Erhard Hackler from the German Association for the Elderly.","According to Erhard Hackler of the German Seniors' League, singing is a great hobby for seniors from multiple perspectives.","Because singing is a great hobby for seniors from several angles, says Erhard Hackler of the German Senior League.","Because singing is a great hobby for seniors from several perspectives, says Erhard Hackler of the German Senior League.",0.838,19.75,27.18,27.18,7.43,0.8034,0.7821,0.8074,0.0040000000000000036
"Dies ist weit entfernt von der gewohnten Produktion der ersten Jahre, in denen lediglich 3.000 Notizbücher konzipiert wurden.","One has travelled far from the production of the first years, when only 3000 notebooks were made.","This is far away from the usual production of the first years, in which only 3,000 notebooks were conceived.","This is far removed from the usual production of the first years, in which only 3,000 notebooks were conceived.","This is far from the usual production of the first years, where only 3,000 notebooks were designed.",0.838,29.53,29.53,35.99,6.460000000000001,0.7525,0.7577,0.7846,0.03210000000000002
Schwebebalken und Bodenturnen - in denen Biles den Weltmeistertitel hält - lauerten.,Balance beam and floor exercise - where Biles is the defending world champion - lay in wait.,"Biles, who holds the world championship title, was resting on balance beams and floor exercises.",Balance beams and floor exercises - in which Biles is the world champion - lurked.,Beam and floor exercises - where Biles holds the world title - waited.,0.838,5.65,16.99,11.57,5.92,0.6865,0.7433,0.7459,0.05940000000000001
Seit dem Jahr 2007 sind sie an der New Yorker Börse und Teil des Referenzindexes Standard  Poor's.,It is been listed on the NYSE since 2007 and is included in Standard  Poor's reference index.,They have been trading on the New York Stock Exchange since 2007 and are part of the Standard Poor's reference index.,They have been listed on the New York Stock Exchange since 2007 and are part of the Standard Poor's 500 index.,"Since 2007, they have been listed on the New York Stock Exchange and are part of the Standard Poor's 500 index.",0.838,24.34,19.05,14.73,-9.61,0.8701,0.8762,0.8703,0.00019999999999997797
"Eine Fahrt innerhalb der Stadt kostet unabhängig vom Verkehrsmittel 6 Schekel, das reicht inklusive Umsteigen für eine Fahrt von bis zu 1,5 Stunden.","A ticket for any type of city transportation costs 6 shekels, and you can ride for 1.5 hours with transfers.","A trip within the city costs 6 shillings, regardless of the mode of transportation, and is sufficient for a journey of up to 1.5 hours, including transfers.","A journey within the city costs 6 shekels, regardless of the mode of transport, and is sufficient for a journey of up to 1.5 hours, including transfers.","A trip within the city costs 6 shekels, and is sufficient for a trip of up to 1.5 hours.",0.838,5.42,11.99,21.33,15.909999999999998,0.8168,0.8323,0.7772,-0.03959999999999997
"In Anbetracht dessen, dass diese Novelle erst kurze Zeit in Kraft ist, wirkt sie sich bei unseren Prüfungen bislang noch nicht aus.","The period since the amendment came into force has been quite short, so it has not manifested itself in our audit work yet.","Since this novel has only been in effect for a short time, it has not yet had an effect on our exams.","In view of the fact that this novel has only been in force for a short time, it has not yet had any effect on our tests.","Because this new law has only recently come into force, it has not yet had any effect on our tests.",0.838,7.77,6.91,8.39,0.620000000000001,0.7045,0.7211,0.8242,0.11970000000000003
"Das ist das Ballspiel, das man spielen möchte, wenn man diese Art von Spielern hat.",That's the footy you would want to play when you have those sort of players.,This is the game that one wants to play when one has players of this kind.,That is the game that you want to play when you have players of this type.,This is the game that has these kinds of players.,0.838,10.52,32.79,9.52,-1.0,0.737,0.7873,0.6593,-0.07769999999999999
"Die letzte Laureatin vergab den Nobelpreis für Ökonomie, den die Amerikanerin Elinor Ostrom und ihr Landsmann Oliver Williamson für Analysen des Wirtschaftsberichtes erhalten haben.","The last award was the Nobel Prize for Economics, which went to the Americans Elinor Ostrom and Oliver Williamson for their analysis of economic management.","The last laureate gave the Nobel Prize for Economics, which the American woman Elinor Ostrom and her countryman Oliver Williamson received for their analysis of the economic report.",The last laureate to award the Nobel Prize for Economics was the American woman Elinor Ostrom and her compatriot Oliver Williamson for their analysis of the economic report.,The last laureate to award the Nobel Prize for Economics was the American woman Elinor Ostrom and her compatriot Oliver Williamson for analyses of the economic report.,0.838,35.9,37.64,25.26,-10.639999999999997,0.8149,0.8177,0.7883,-0.026599999999999957
"Er versprach auch, dass die Beziehungen zu Russland nicht nur zu ihrem alten Niveau vor der Krise zurückkehren würden, sondern sich sogar noch verbessern werden.","He also pledged that relations with Russia would return not just to their pre-crisis level, but even higher.","He also promised that the relations to Russia would not only return to their previous level before the crisis, but also improve further.","He also promised that relations with Russia would not only return to their previous level before the crisis, but would improve even further.","He also promised that relations with Russia would not only return to the level they were at before the crisis, but improve even more.",0.838,6.93,21.69,19.7,12.77,0.9045,0.9245,0.918,0.013500000000000068
"Der nordafrikanische Staat, der zu weiten Teilen von Milizen beherrscht wird, ist das Hauptdurchgangsland für Migranten auf dem Weg von Afrika nach Europa.","The North African country, which is largely controlled by militias, is the main country of passage for migrants on their way from Africa to Europe.","The North African state, which is largely ruled by militias, is the main transit country for migrants on their way from Africa to Europe.","The North African State, which is largely controlled by militias, is the main transit country for migrants on their way from Africa to Europe.","The north-African state, largely ruled by militias, is the main transit country for migrants on their way from Africa to Europe.",0.838,62.65,73.4,51.0,-11.649999999999999,0.9274,0.9286,0.9124,-0.015000000000000013
"Die Firmlinge hatten sich in den vergangenen Monaten, unter der Leitung von Diakon Reiner Dehner und der Mithilfe zahlreicher Gemeindemitglieder auf den großen Festtag vorbereitet.","Over recent months those being confirmed, under the direction of Deacon Reiner Dehner and the assistance of several church members, have been preparing for the special day.","The employees of the company had been preparing for the big festival for several months, under the leadership of Diakon Reiner Dehner and with the help of many community members.","The members of the company had been preparing for the big day for months, under the leadership of Diakon Reiner Dehner and with the help of many community members.","The parishioners had been preparing for the big day for months, under the leadership of Diacon Reiner Dehner and with the help of numerous community members.",0.838,15.32,15.84,16.43,1.1099999999999994,0.7428,0.7706,0.8073,0.0645
Die festgenommene Person wurde wegen Drogenhandels und Fälschung offizieller Dokumente beschuldigt.,The arrested person is charged with drug trafficking and forgery of public documents.,The arrested person was accused of drug trafficking and forging official documents.,The person arrested was accused of drug trafficking and forgery of official documents.,The arrested person was on charges of drug trafficking and forgery of official documents.,0.838,20.95,33.43,36.16,15.209999999999997,0.9045,0.9201,0.9154,0.01090000000000002
"Der Käufer bekommt laut Baranez nicht die Katze im Sack, sondern kann alles ausprobieren.","According to Baranets, the buyer is not offered a pig in a poke - you can try out everything.","According to Baranez, the buyer doesn't get the cat in the bag, but can try everything out.","The buyer, according to Baranez, does not get the cat in the sack, but can try everything.","The customer, according to Baranez, does not get the cat in the bag, but can try out everything.",0.838,11.16,6.46,19.23,8.07,0.7216,0.7307,0.6856,-0.03600000000000003
Von einem Hilferuf per Handy-Video habe er bisher aber nicht gehört.,"However, a call for help via mobile phone video was new to them.",He hasn't heard of a distress call via mobile video yet.,He has not yet heard of a call for help via mobile phone video.,He has not yet heard of a call for help via mobile video.,0.838,6.94,49.01,35.0,28.06,0.7522,0.8224,0.8294,0.07720000000000005
"Die Moelfre RNLI Rettungsstation schlug am Freitag um 13:20 BST Alarm, nachdem eine Crew das Ereignis in Moelfre Bay beobachtete.",Moelfre RNLI lifeboat station raised the alarm at 13:20 BST on Friday after a crew saw the incident unfold in Moelfre Bay.,The Moelfre RNLI lifeboat station sounded the alarm on Friday at 13:20 BST after a crew spotted an event in Moelfre Bay.,The Moelfre RNLI lifeboat station sounded the alarm at 13:20 BST on Friday after a crew spotted an incident in Moelfre Bay.,The Moelfre RNLI lifeboat station was alerted at 13:20 BST on Friday after a crew in Moelfre Bay observed the event.,0.838,41.45,65.23,52.8,11.349999999999994,0.8695,0.8966,0.8788,0.009299999999999975
"Ich hoffe, sein Körper stabilisiert sich, ich bin zuversichtlich, dass er es tun wird und er eine Karriere von der Art durchlaufen wird, die er verdient.","I hope his body stabilises, I am confident it will and he will make a career of the kind he deserves.","I hope his body stabilizes itself, I am confident that he will do it and he will have a career of the kind that he deserves.","I hope his body will stabilise, I am confident that he will do it and he will have a career of the sort that he deserves.","I hope his body will stabilise, I am confident that he will do it and he will have a career of the sort that he deserves.",0.838,38.31,33.57,33.57,-4.740000000000002,0.911,0.909,0.909,-0.0020000000000000018
"Der Betroffene vermag Wichtiges nicht mehr von Unwichtigem zu trennen, das Gehirn kann störende Signale nicht mehr ausfiltern, das Bewusstsein wird von Eindrücken überschwemmt.","The affected person can no longer distinguish important things from unimportant things, the brain can no longer filter out disturbing signals, the conscious is flooded by impressions.","The affected person can no longer distinguish between important and unimportant things, the brain can no longer filter out disturbing signals, the consciousness is overwhelmed by impressions.","The victim is no longer able to distinguish between important and unimportant things, the brain is no longer able to filter out disturbing signals, and consciousness is overwhelmed by impressions.","The affected person can no longer tell the difference between important and unimportant things, the brain can no longer filter out disturbing signals, consciousness is flooded by impressions.",0.838,68.81,29.11,66.47,-2.3400000000000034,0.9126,0.894,0.9171,0.0045000000000000595
"Der Labrador sei wahrscheinlich auf den Herd gesprungen, um an Futter zu gelangen, wie die Polizei am Freitag mitteilte.",The police announced in a statement on Friday that the Labrador is thought to have leapt onto the cooker to get to its food.,"It is likely that the Labrador jumped onto the herd in order to get to the food, as the police reported on Friday.","It is likely that the Labrador jumped into the herd to get to the feed, as the police said on Friday.","It is likely that the Labrador jumped into the herd to get at the feed, as the police said on Friday.",0.838,13.12,11.88,9.25,-3.869999999999999,0.8026,0.7664,0.767,-0.035599999999999965
